,abstract,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,introduction,conclusion,text,word freq. in sentence
64,0.19722382880277614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2196629344258479,0.09650378245757513,0.12258368694012257,0.20439560439560459
65,0.07723450638430396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06605673649953636,0.04072124924510395,0.04774637127578304,0.08728414442700164
66,0.16016073478760046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2355696040720038,0.12477123917198747,0.1412562388172144,0.18021978021978036
67,0.1877649909145972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12317904135338346,0.0997843642974927,0.1045527991635776,0.19529042386185255
68,0.13407476058078466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08244139761167625,0.07085263338480013,0.0762921991226397,0.09764521193092628
69,0.11355311355311354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10692223516537823,0.08028234893906536,0.07613971637955648,0.0863422291993721
70,0.13092006033182504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1312884083745664,0.05970149253731343,0.12348024316109422,0.10769230769230778
71,0.1703296703296703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10692223516537823,0.08028234893906536,0.0951746454744456,0.07221350078492941
72,0.2159651669085631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21169111780225155,0.11612268328686239,0.16984336667295713,0.16577708006279446
73,0.13407476058078466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08244139761167625,0.040487219077028645,0.08582872401296966,0.08697017268445846
74,0.11632270168855535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05784508440913604,0.061258922777417256,0.057333970377448626,0.07692307692307697
75,0.18629807692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13938512427715155,0.11906663863779691,0.09492168960607499,0.12182103610675046
76,0.07786499215070644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049620510757617885,0.0409580006942034,0.04781028877414419,0.07315541601255891
77,0.09615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07425549745635675,0.04060389694180394,0.057257371886630395,0.06342229199372061
78,0.03755299818291944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12317904135338346,0.009978436429749271,0.047523999619807994,0.029199372056514936
79,0.01870286576168929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1312884083745664,0.01990049751243781,0.07598784194528875,0.024803767660910532
80,0.05655214350866524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11505699353936052,0.04002713704206241,0.047555640098915726,0.03924646781789642
81,0.09462759462759462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10692223516537823,0.09031764255644852,0.0951746454744456,0.051491365777080085
