,abstract,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,introduction,conclusion,text,word freq. in sentence
0,0.6759259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4132701421800947,0.4142857142857143,0.13865632761111793,0.32175925925925936
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878321678321678,0.30231660231660235,0.1998486172436613,0.29243827160493835
2,0.8228663446054751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5334588235294118,0.6141176470588235,0.2001074769334463,0.8665123456790126
3,0.7263681592039801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24737588652482267,0.15474308300395256,0.15401676817788787,0.09722222222222224
4,0.2495726495726496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41425178147268404,0.3119521912350598,0.13870270566027412,0.3032407407407408
5,0.1228956228956229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545971563981042,0.3107142857142857,0.12324490187650411,0.25000000000000006
6,0.1931216931216931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3329832935560859,0.2620481927710844,0.07709415543545198,0.2044753086419753
7,0.22848200312989048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6534894613583138,0.30466926070038913,0.15381313381572156,0.4320987654320988
8,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7317482517482518,0.30231660231660235,0.12295342189413226,0.11265432098765432
9,0.17380952380952383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140845070422535,0.4587890625,0.18464980128785594,0.24382716049382722
10,0.36868686868686873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8860969976905311,0.396958174904943,0.1842297850608214,0.3070987654320988
11,0.311965811965812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41425178147268404,0.36394422310756974,0.13870270566027412,0.3148148148148149
