,abstract,keyword0,keyword1,keyword2,introduction,conclusion,text,word freq. in sentence
0,0.8074074074074074,0.0,0.0,0.0,0.34260416666666665,0.3564356435643564,0.4242342098129575,0.6332335329341318
1,0.7569444444444444,0.0,0.0,0.0,0.3433194154488518,0.32,0.3591782983327825,0.5523952095808385
2,0.6530501089324618,0.0,0.0,0.0,0.21215932914046123,0.16326530612244897,0.32696807621594515,0.25598802395209586
3,0.5449999999999999,0.0,0.0,0.0,0.2396842105263158,0.20833333333333334,0.26191372745910213,0.36077844311377244
4,0.8569182389937107,0.0,0.0,0.0,0.3944906444906445,0.1568627450980392,0.4565724764524464,0.34281437125748515
5,0.6530501089324618,0.0,0.0,0.0,0.29171907756813414,0.24489795918367346,0.32696807621594515,0.4086826347305389
6,1.0,0.0,0.0,0.0,0.26136363636363635,0.5333333333333333,0.48819613260526756,0.5508982035928144
7,0.17637540453074432,0.0,0.0,0.0,0.31757322175732217,0.12121212121212122,0.19594729365246205,0.21407185628742523
8,0.17138364779874213,0.0,0.0,0.0,0.3944906444906445,0.11764705882352941,0.19550373024871784,0.16467065868263478
9,0.0,0.0,0.0,0.0,0.08091684434968016,0.0,0.03284566376631665,0.04191616766467067
10,0.05555555555555555,0.0,0.0,0.0,0.47045454545454546,0.11428571428571428,0.12992093834695917,0.10329341317365272
11,0.2182182182182182,0.0,0.0,0.0,0.5205761316872428,0.18691588785046728,0.3574109010069059,0.342814371257485
12,0.4037037037037037,0.0,0.0,0.0,0.36895833333333333,0.19801980198019803,0.2283060816018851,0.32485029940119753
13,0.11991199119911991,0.0,0.0,0.0,0.2657563025210084,0.08247422680412371,0.16350462031626148,0.12874251497005992
14,0.3784722222222222,0.0,0.0,0.0,0.545482546201232,0.25925925925925924,0.42217490516209033,0.4535928143712575
15,0.0,0.0,0.0,0.0,0.02708779443254818,0.0,0.0,0.0
16,0.2182182182182182,0.0,0.0,0.0,0.5205761316872428,0.07476635514018691,0.38993942798077674,0.3443113772455091
17,0.0,0.0,0.0,0.0,0.02708779443254818,0.0,0.0,0.0
18,0.12358276643990929,0.0,0.0,0.0,0.1872093023255814,0.0851063829787234,0.1638872879324871,0.07185628742514971
19,0.0,0.0,0.0,0.0,0.13428874734607218,0.0,0.09845167846589484,0.07634730538922158
20,0.21062801932367148,0.0,0.0,0.0,0.6195918367346939,0.14414414414414414,0.2915181752037018,0.40269461077844315
21,0.18490245971162,0.0,0.0,0.0,1.0,0.12598425196850394,0.8020570465836203,0.6467065868263473
22,0.3751229105211406,0.0,0.0,0.0,0.5702868852459017,0.25688073394495414,0.2919354737218796,0.3428143712574851
23,0.12485681557846505,0.0,0.0,0.0,0.16080508474576272,0.043010752688172046,0.16401517533379442,0.07934131736526949
24,0.2497136311569301,0.0,0.0,0.0,0.16080508474576272,0.17204301075268819,0.16401517533379442,0.10628742514970063
25,0.41154261057173674,0.0,0.0,0.0,0.31757322175732217,0.20202020202020202,0.2940381720804649,0.3488023952095809
26,0.0,0.0,0.0,0.0,0.4199170124481328,0.0,0.06490615457756604,0.04790419161676649
27,0.529126213592233,0.0,0.0,0.0,0.31757322175732217,0.32323232323232326,0.3267351315564659,0.4476047904191617
28,0.37074829931972786,0.0,0.0,0.0,0.1872093023255814,0.0851063829787234,0.1638872879324871,0.1197604790419162
29,0.6404914529914529,0.0,0.0,0.0,0.3433194154488518,0.24,0.391854108417143,0.4296407185628743
30,0.367003367003367,0.0,0.0,0.0,0.21350210970464134,0.16842105263157894,0.22932322957442797,0.26497005988023953
31,0.5449999999999999,0.0,0.0,0.0,0.2396842105263158,0.0,0.26191372745910213,0.1541916167664671
32,0.7055016181229773,0.0,0.0,0.0,0.31757322175732217,0.24242424242424243,0.3594320910324668,0.41616766467065874
33,0.1835016835016835,0.0,0.0,0.0,0.21350210970464134,0.08421052631578947,0.13097773497918824,0.20508982035928147
34,0.3597359735973597,0.0,0.0,0.0,0.2657563025210084,0.20618556701030927,0.1962439608155625,0.2769461077844312
35,0.22851153039832284,0.0,0.0,0.0,0.3944906444906445,0.1568627450980392,0.19550373024871784,0.18113772455089827
36,0.622533748701973,0.0,0.0,0.0,0.4199170124481328,0.3106796116504854,0.35841888634889807,0.4520958083832336
37,0.7124183006535947,0.0,0.0,0.0,0.7170040485829959,0.45217391304347826,0.5819431740007937,0.6197604790419164
38,0.3592278719397363,0.0,0.0,0.0,0.6927991886409736,0.24561403508771928,0.6471024556530522,0.5658682634730541
39,0.173015873015873,0.0,0.0,0.0,0.36895833333333333,0.1188118811881188,0.39157952177777866,0.20209580838323357
40,0.122334455667789,0.0,0.0,0.0,0.21350210970464134,0.042105263157894736,0.13097773497918824,0.06736526946107786
41,0.062428407789232525,0.0,0.0,0.0,0.16080508474576272,0.08602150537634409,0.09836630932934808,0.047904191616766484
42,0.0,0.0,0.0,0.0,0.10697674418604651,0.0,0.1966904063678257,0.08083832335329343
43,0.0,0.0,0.0,0.0,0.10720338983050848,0.0,0.16401517533379442,0.07934131736526948
44,0.0,0.0,0.0,0.0,0.1076595744680851,0.0,0.09853715868785023,0.04191616766467067
45,0.16366366366366367,0.0,0.0,0.0,0.2602880658436214,0.07476635514018691,0.617639116797873,0.18263473053892218
46,0.05822649572649573,0.0,0.0,0.0,0.1848643006263048,0.0,0.391854108417143,0.07185628742514973
47,0.05606995884773662,0.18796992481203004,0.0,0.2275862068965517,0.02619047619047619,0.038461538461538464,0.5211238293444329,0.11377245508982037
48,0.15013774104683195,0.5602240896358542,0.0,0.6285714285714286,0.2040322580645161,0.10256410256410256,0.9366809072709635,0.2769461077844312
49,0.20185185185185184,1.0,0.0,0.8048780487804877,0.1788888888888889,0.13793103448275862,0.9049605551195739,0.47005988023952094
50,0.05406746031746031,0.8503401360544216,0.0,1.0,0.07792607802874743,0.0,0.6497280690829078,0.20209580838323357
51,0.173015873015873,0.2040816326530612,0.0,0.25384615384615383,0.10541666666666666,0.07920792079207921,0.4242342098129575,0.20808383233532937
52,0.5767195767195766,0.0,0.0,0.0,0.31625000000000003,0.3564356435643564,0.4242342098129575,0.598802395209581
53,0.3633333333333333,0.0,0.0,0.0,0.21305263157894735,0.20833333333333334,0.26191372745910213,0.39670658682634735
54,0.18537414965986393,0.0,0.0,0.0,0.08023255813953488,0.0851063829787234,0.1966904063678257,0.06886227544910181
55,0.12485681557846505,0.0,0.0,0.0,0.16080508474576272,0.043010752688172046,0.16401517533379442,0.07934131736526949
56,0.2497136311569301,0.0,0.0,0.0,0.16080508474576272,0.17204301075268819,0.16401517533379442,0.10628742514970063
57,0.42817059483726144,0.0,0.0,0.0,0.21350210970464134,0.21052631578947367,0.22932322957442797,0.3353293413173653
58,0.11758360302049621,0.0,0.0,0.0,0.10585774058577405,0.08080808080808081,0.3594320910324668,0.17365269461077848
59,0.23747276688453156,0.0,0.0,0.0,0.18563941299790357,0.16326530612244897,0.32696807621594515,0.2634730538922156
60,0.4749455337690631,0.0,0.0,0.0,0.23867924528301884,0.12244897959183673,0.32696807621594515,0.36227544910179643
61,0.0,0.0,0.0,0.0,0.07972689075630252,0.041237113402061855,0.2944619823134656,0.03742514970059882
62,0.12615740740740738,0.0,0.0,0.0,0.08057324840764331,0.08695652173913043,0.1312974537522547,0.10928143712574852
63,0.1835016835016835,0.0,0.0,0.0,0.0800632911392405,0.08421052631578947,0.22932322957442797,0.2080838323353294
64,0.12748538011695906,0.0,0.0,0.0,0.05382978723404255,0.04395604395604396,0.09853715868785023,0.10628742514970063
65,0.1835016835016835,0.0,0.0,0.0,0.0800632911392405,0.0,0.22932322957442797,0.1137724550898204
66,0.35620915032679734,0.0,0.0,0.0,0.18563941299790357,0.04081632653061224,0.32696807621594515,0.2110778443113773
67,0.1288416075650118,0.0,0.0,0.0,0.08091684434968016,0.044444444444444446,0.06573420698924731,0.08832335329341319
68,0.3058361391694725,0.0,0.0,0.0,0.160126582278481,0.0,0.22932322957442797,0.10179640718562875
69,0.3058361391694725,0.0,0.0,0.0,0.160126582278481,0.12631578947368421,0.22932322957442797,0.22305389221556896
70,0.17810457516339867,0.0,0.0,0.0,0.13259958071278827,0.04081632653061224,0.32696807621594515,0.1961077844311378
71,0.12748538011695906,0.0,0.0,0.0,0.1076595744680851,0.0,0.09853715868785023,0.08233532934131738
72,0.1835016835016835,0.0,0.0,0.0,0.160126582278481,0.0,0.22932322957442797,0.12125748502994015
73,0.18537414965986393,0.0,0.0,0.0,0.08023255813953488,0.1276595744680851,0.1966904063678257,0.23652694610778452
74,0.29977997799779976,0.0,0.0,0.0,0.1860294117647059,0.20618556701030927,0.2944619823134656,0.3443113772455091
75,0.1835016835016835,0.0,0.0,0.0,0.10675105485232067,0.08421052631578947,0.22932322957442797,0.2110778443113773
76,0.0644208037825059,0.0,0.0,0.0,0.02697228144989339,0.044444444444444446,0.06573420698924731,0.07784431137724554
77,0.06307870370370369,0.0,0.0,0.0,0.05371549893842887,0.0,0.1312974537522547,0.05089820359281438
78,0.24222222222222223,0.0,0.0,0.0,0.18642105263157893,0.0,0.26191372745910213,0.15269461077844315
79,0.06307870370370369,0.0,0.0,0.0,0.08057324840764331,0.043478260869565216,0.1312974537522547,0.05239520958083833
80,0.062428407789232525,0.0,0.0,0.0,0.05360169491525424,0.043010752688172046,0.16401517533379442,0.08832335329341318
81,0.0611672278338945,0.0,0.0,0.0,0.0800632911392405,0.042105263157894736,0.22932322957442797,0.10329341317365272
82,0.1872852233676976,0.0,0.0,0.0,0.08040254237288136,0.043010752688172046,0.16401517533379442,0.11077844311377248
83,0.2632850241545894,0.0,0.0,0.0,0.15489795918367347,0.10810810810810811,0.745747612240247,0.28892215568862284
84,0.3121420389461626,0.0,0.0,0.0,0.16080508474576272,0.21505376344086022,0.16401517533379442,0.2080838323353294
85,0.367003367003367,0.0,0.0,0.0,0.160126582278481,0.0,0.22932322957442797,0.16467065868263475
86,0.25231481481481477,0.0,0.0,0.0,0.10743099787685774,0.0,0.1312974537522547,0.11526946107784433
87,0.1892361111111111,0.0,0.0,0.0,0.08057324840764331,0.0,0.1312974537522547,0.08682634730538924
88,0.11991199119911991,0.0,0.0,0.0,0.07972689075630252,0.0,0.2944619823134656,0.08682634730538924
89,0.3132183908045977,0.0,0.0,0.0,0.18034623217922607,0.21428571428571427,0.7776719532899913,0.26347305389221554
90,0.489337822671156,0.0,0.0,0.0,0.21350210970464134,0.3368421052631579,0.22932322957442797,0.44461077844311386
91,0.244668911335578,0.0,0.0,0.0,0.10675105485232067,0.12631578947368421,0.22932322957442797,0.14970059880239525
92,0.062428407789232525,0.0,0.0,0.0,0.02680084745762712,0.0,0.16401517533379442,0.06437125748502996
93,0.3597359735973597,0.0,0.0,0.0,0.1328781512605042,0.08247422680412371,0.2944619823134656,0.2589820359281438
94,0.06307870370370369,0.0,0.0,0.0,0.026857749469214435,0.0,0.1312974537522547,0.08832335329341319
95,0.12748538011695906,0.0,0.0,0.0,0.05382978723404255,0.04395604395604396,0.09853715868785023,0.1167664670658683
96,0.0611672278338945,0.0,0.0,0.0,0.053375527426160335,0.042105263157894736,0.22932322957442797,0.08832335329341319
97,0.23516720604099242,0.0,0.0,0.0,0.13232217573221758,0.12121212121212122,0.3594320910324668,0.20209580838323352
98,0.12358276643990929,0.0,0.0,0.0,0.026744186046511628,0.0425531914893617,0.1966904063678257,0.127245508982036
99,0.23982398239823982,0.0,0.0,0.0,0.07972689075630252,0.08247422680412371,0.2944619823134656,0.18862275449101798
100,0.12358276643990929,0.0,0.0,0.0,0.026744186046511628,0.0425531914893617,0.1966904063678257,0.13323353293413176
101,0.3058361391694725,0.0,0.0,0.0,0.13343881856540082,0.12631578947368421,0.22932322957442797,0.2230538922155689
102,0.20018365472910926,0.0,0.0,0.0,0.10201612903225805,0.0,0.9366809072709635,0.39071856287425155
103,0.32732732732732733,0.0,0.0,0.0,0.10411522633744856,0.0,0.617639116797873,0.21856287425149704
104,0.0,0.0,0.0,0.0,0.02680084745762712,0.0,0.16401517533379442,0.02994011976047906
105,0.05712788259958071,0.0,0.0,0.0,0.0,0.0,0.4565724764524464,0.12425149700598809
106,0.122334455667789,0.0,0.0,0.0,0.053375527426160335,0.042105263157894736,0.22932322957442797,0.1197604790419162
107,0.18166666666666664,0.0,0.0,0.0,0.07989473684210525,0.125,0.26191372745910213,0.16766467065868268
108,0.05936819172113289,0.0,0.0,0.0,0.026519916142557654,0.0,0.32696807621594515,0.14670658682634735
109,0.30277777777777776,0.0,0.0,0.0,0.1597894736842105,0.2916666666666667,0.26191372745910213,0.23652694610778446
110,0.367003367003367,0.0,0.0,0.0,0.1868143459915612,0.25263157894736843,0.22932322957442797,0.46706586826347307
111,0.29684095860566445,0.0,0.0,0.0,0.18563941299790357,0.12244897959183673,0.32696807621594515,0.2949101796407186
112,0.19122807017543858,0.0,0.0,0.0,0.05382978723404255,0.13186813186813187,0.09853715868785023,0.16916167664670664
113,0.122334455667789,0.0,0.0,0.0,0.10675105485232067,0.08421052631578947,0.22932322957442797,0.25299401197604793
114,0.122334455667789,0.0,0.0,0.0,0.053375527426160335,0.08421052631578947,0.22932322957442797,0.20508982035928153
115,0.06374269005847953,0.0,0.0,0.0,0.026914893617021277,0.0,0.09853715868785023,0.07335329341317366
116,0.12748538011695906,0.0,0.0,0.0,0.05382978723404255,0.0,0.09853715868785023,0.09580838323353295
