,abstract,keyword0,keyword1,keyword2,keyword3,keyword4,introduction,conclusion,text,word freq. in sentence
35,0.2468239564428312,0.0,0.0,0.0,0.0,0.0,0.24287313345091122,0.1596638655462185,0.06837828794590464,0.07285223367697594
36,0.12448512585812357,0.0,0.0,0.0,0.0,0.0,0.20850793650793648,0.12045646661031278,0.04887324695532528,0.09553264604810995
37,0.35789473684210527,0.0,0.0,0.0,0.0,0.0,0.3793846063901312,0.15599343185550082,0.10719937388645204,0.1388316151202749
38,0.2468239564428312,0.0,0.0,0.0,0.0,0.0,0.24287313345091122,0.07983193277310925,0.048841634247074744,0.0996563573883161
39,0.0,0.0,0.0,0.0,0.0,0.0,0.3113179439827639,0.07890365448504984,0.06829412357886606,0.05841924398625428
40,0.30075187969924816,0.0,0.0,0.0,0.0,0.0,0.34539834756708887,0.3137902559867878,0.0682521093428982,0.0563573883161512
41,0.30075187969924816,0.0,0.0,0.0,0.0,0.0,0.34539834756708887,0.27456647398843936,0.07800466386693734,0.15257731958762882
42,0.06334420121099207,0.0,0.0,0.0,0.0,0.0,0.13948996775217137,0.12189905902480754,0.029368274242733496,0.037113402061855656
43,0.0644855381697487,0.0,0.0,0.0,0.0,0.0,0.07008588448588449,0.12337662337662338,0.009821128616168542,0.018556701030927828
44,0.12132024977698483,0.0,0.0,0.0,0.0,0.0,0.3113179439827639,0.11835548172757476,0.019505092061190433,0.11202749140893466
45,0.0617059891107078,0.0,0.0,0.0,0.0,0.0,0.24287313345091122,0.07983193277310925,0.039073307397659796,0.09209621993127147
46,0.12132024977698483,0.5,0.5,0.0,0.0,0.3939393939393939,0.3113179439827639,0.11835548172757476,0.07805192988240117,0.1292096219931271
47,0.0,0.4565217391304348,0.46,0.0,0.0,0.3714285714285714,0.3793846063901312,0.038998357963875206,0.07795744870248529,0.037113402061855656
48,0.23089983022071306,0.3888888888888889,0.39655172413793105,0.0,0.0,0.3333333333333333,0.5143959532530961,0.2668539325842697,0.11667461570219077,0.15326460481099652
49,0.12030075187969924,0.0,0.0,0.0,0.0,0.0,0.34539834756708887,0.11767134599504542,0.07800466386693734,0.12783505154639171
50,0.12235717498875394,0.0,0.0,0.0,0.0,0.0,0.27714300391138114,0.11904761904761905,0.05857311934651884,0.10927835051546389
51,0.06334420121099207,0.0,0.0,0.0,0.0,0.0,0.13948996775217137,0.0,0.029368274242733496,0.008934707903780066
52,0.1851179673321234,0.0,0.0,0.0,0.0,0.0,0.24287313345091122,0.1596638655462185,0.048841634247074744,0.04604810996563573
53,0.0,0.0,0.0,0.0,0.0,0.0,0.27714300391138114,0.03968253968253969,0.04881005560424258,0.018556701030927825
54,0.11831230969986951,0.4375,0.44230769230769235,0.0,0.0,0.36111111111111105,0.41327711001642026,0.15510204081632656,0.09739442011957,0.12783505154639171
55,0.22905263157894737,0.0,0.0,0.0,0.0,0.0,0.5479172890311436,0.18954509177972867,0.13604910586784413,0.19725085910652912
56,0.47719298245614034,0.0,0.0,0.0,0.0,0.0,0.3793846063901312,0.15599343185550082,0.06821014030782971,0.1594501718213058
57,0.06015037593984962,0.4772727272727273,0.47916666666666663,0.0,0.0,0.38235294117647056,0.34539834756708887,0.11767134599504542,0.029241891246741623,0.09072164948453605
58,0.24897025171624715,0.0,0.0,0.0,0.0,0.0,0.20850793650793648,0.12045646661031278,0.03909965132120191,0.08659793814432987
59,0.06015037593984962,0.0,0.0,0.0,0.0,0.0,0.34539834756708887,0.07844756399669695,0.029241891246741623,0.06254295532646047
60,0.3702359346642468,0.0,0.0,0.0,0.0,0.0,0.24287313345091122,0.11974789915966387,0.048841634247074744,0.11821305841924393
61,0.23859649122807017,0.0,0.0,0.0,0.0,0.0,0.3793846063901312,0.15599343185550082,0.05846283191317413,0.12164948453608244
62,0.23859649122807017,0.0,0.0,0.0,0.0,0.0,0.3793846063901312,0.3509852216748769,0.04871552351851855,0.1250859106529209
63,0.30075187969924816,0.0,0.0,0.0,0.0,0.0,0.34539834756708887,0.19611890999174236,0.04874700029481992,0.1518900343642611
64,0.4655541292255028,0.0,0.0,0.0,0.0,0.0,0.48078239921981314,0.3066989507667474,0.09727931512819622,0.2240549828178693
65,0.3463497453310696,0.0,0.0,0.0,0.0,0.0,0.5143959532530961,0.2287319422150883,0.08749547511335869,0.17250859106529198
66,0.3033006244424621,0.0,0.0,0.0,0.0,0.0,0.3113179439827639,0.23671096345514953,0.0878097361859363,0.09896907216494845
67,0.23859649122807017,0.0,0.0,0.0,0.0,0.0,0.3793846063901312,0.19499178981937604,0.09745206549179646,0.13608247422680408
68,0.17746846454980425,0.0,0.0,0.0,0.0,0.0,0.41327711001642026,0.15510204081632656,0.10713648802584136,0.09140893470790375
69,0.06334420121099207,0.0,0.0,0.0,0.0,0.0,0.13948996775217137,0.0812660393498717,0.019584123969696384,0.026804123711340198
70,0.7768257853937168,0.0,0.0,0.0,0.0,0.0,0.6810879981521181,0.5562060889929743,0.18423859291144937,0.3285223367697595
71,0.2468239564428312,0.0,0.0,0.0,0.0,0.0,0.24287313345091122,0.07983193277310925,0.048841634247074744,0.06323024054982816
72,0.1234119782214156,0.0,0.0,0.0,0.0,0.0,0.034654791299235745,0.11974789915966387,0.06837828794590464,0.06666666666666665
73,0.25115420129270544,0.0,0.0,0.0,0.0,0.0,0.03484812309324844,0.16156462585034015,0.04890489378414597,0.06529209621993125
74,0.12235717498875394,0.0,0.0,0.0,0.0,0.0,0.1731782283571465,0.11904761904761905,0.07809924683107135,0.08728522336769756
75,0.05964912280701754,0.0,0.0,0.0,0.0,0.0,0.06878265953404074,0.038998357963875206,0.10719937388645204,0.056357388316151176
76,0.3355263157894737,0.0,0.0,0.0,0.0,0.0,0.30659022175962064,0.22370486656200944,0.18434250663387083,0.1477663230240549
77,0.3639607493309545,0.0,0.0,0.0,0.0,0.0,0.2074971639625379,0.31561461794019935,0.0878097361859363,0.15876288659793808
78,0.41754385964912283,0.0,0.0,0.0,0.0,0.0,0.13780531439094973,0.23399014778325125,0.10719937388645204,0.12646048109965632
79,0.3408521303258145,0.0,0.3709677419354839,0.6236559139784946,0.6306306306306306,0.0,0.20484238602594768,0.22619047619047622,0.1651187688620945,0.16151202749140886
80,0.17746846454980425,0.4375,0.44230769230769235,0.0,0.0,0.36111111111111105,0.17203103083378946,0.07755102040816328,0.11687855593211273,0.12027491408934705
