,abstract,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,introduction,conclusion,text,word freq. in sentence
52,0.06269349845201239,0.0,0.0,0.0,0.0,0.0,0.0,0.08852005532503457,0.07650273224043716,0.049978549978549974,0.0595505617977528
53,0.1200889547813195,0.0,0.0,0.0,0.0,0.0,0.0,0.11729667812142039,0.14583333333333334,0.07978085944187639,0.05842696629213481
54,0.06178489702517163,0.0,0.0,0.0,0.0,0.0,0.0,0.08833678398895789,0.07526881720430108,0.05992798353909464,0.0449438202247191
55,0.05609418282548476,0.0,0.0,0.0,0.0,0.0,0.0,0.08707482993197278,0.0676328502415459,0.1291464142576959,0.11011235955056177
56,0.04900181488203267,0.0,0.2569444444444444,0.23931623931623933,0.0,0.0,0.0,0.22710135284985583,0.05833333333333334,0.23642820903094872,0.28764044943820205
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17667356797791578,0.15053763440860216,0.05992798353909464,0.04831460674157303
58,0.05761024182076814,0.0,0.0,0.0,0.0,0.0,0.0,0.058287795992714025,0.06965174129353234,0.1094457255102912,0.05842696629213481
59,0.06269349845201239,0.0,0.0,0.0,0.0,0.0,0.0,0.05901337021668972,0.07650273224043716,0.049978549978549974,0.06067415730337078
60,0.4144736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.2341106538637403,0.35897435897435903,0.08968437259430331,0.10561797752808987
61,0.2919971160778659,0.0,0.0,0.0,0.0,0.0,0.0,0.23362993383527264,0.21212121212121213,0.09957264957264957,0.09325842696629212
62,0.40601503759398494,0.0,0.0,0.0,0.0,0.0,0.0,0.3141454707719768,0.18181818181818182,0.20734808034579202,0.15617977528089882
63,0.09914320685434518,0.5512820512820513,0.524822695035461,0.24561403508771928,1.0,0.5040650406504066,0.2558139534883721,0.17066666666666666,0.0,0.22674959803672676,0.18764044943820218
64,0.3510835913312694,0.0,0.0,0.0,0.0,0.0,0.0,0.37051881540859494,0.4188034188034188,0.21705623306233063,0.24382022471910103
65,0.0,0.0,0.38541666666666663,0.4057971014492754,0.0,0.39743589743589747,0.39285714285714285,0.029324169530355097,0.0,0.07978085944187639,0.04831460674157303
66,0.2732793522267206,0.0,0.0,0.0,0.0,0.0,0.0,0.26016260162601623,0.26291079812206575,0.14878671775223498,0.18426966292134825
67,0.16609706083390294,0.0,0.0,0.0,0.0,0.0,0.0,0.14482914686580675,0.2,0.13897409679618267,0.14943820224719098
68,0.06269349845201239,0.0,0.0,0.0,0.0,0.0,0.0,0.11802674043337943,0.07650273224043716,0.049978549978549974,0.08314606741573032
69,0.06269349845201239,0.0,0.0,0.0,0.0,0.0,0.0,0.02950668510834486,0.07650273224043716,0.049978549978549974,0.05730337078651685
70,0.06269349845201239,0.0,0.0,0.0,0.0,0.0,0.0,0.11802674043337943,0.07650273224043716,0.049978549978549974,0.04157303370786516
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05913605913605914,0.0,0.04001373862270307,0.004494382022471909
72,0.10792804796802133,0.671875,0.6166666666666667,0.3010752688172043,0.6029411764705882,0.607843137254902,0.3055555555555555,0.17308992562542258,0.06481481481481481,0.15858431172366855,0.14943820224719095
73,0.26644736842105265,0.6515151515151515,0.30081300813008127,0.0,0.5857142857142856,0.29523809523809524,0.0,0.2591093117408907,0.3835616438356164,0.16836691320241431,0.2808988764044943
74,0.06090225563909775,0.9347826086956521,0.3978494623655914,0.0,0.82,0.41333333333333333,0.0,0.05876951331496786,0.14814814814814814,0.06986207487364002,0.10112359550561796
75,0.28421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.261758691206544,0.13725490196078433,0.11930363543266767,0.14382022471910108
76,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.08707482993197278,0.0,0.1291464142576959,0.11910112359550559
77,0.0,0.826923076923077,0.3627450980392157,0.0,0.7321428571428571,0.369047619047619,0.0,0.17522245037645448,0.07070707070707072,0.09957264957264957,0.08202247191011235
78,0.06362922230950512,0.0,0.0,0.0,0.0,0.0,0.0,0.11827211827211828,0.07777777777777778,0.04001373862270307,0.06853932584269662
79,0.06558704453441297,0.0,0.0,0.0,0.0,0.0,0.0,0.08907446068197634,0.08045977011494253,0.02003783969728242,0.037078651685393246
80,0.2273684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.11633719609179732,0.13725490196078433,0.11930363543266767,0.12696629213483143
81,0.26982011992005334,0.0,0.0,0.0,0.0,0.0,0.0,0.25963488843813387,0.25925925925925924,0.15858431172366855,0.18988764044943818
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20484682213077277,0.0717948717948718,0.08968437259430331,0.07078651685393257
83,0.18270676691729323,0.0,0.0,0.0,0.0,0.0,0.0,0.1763085399449036,0.2222222222222222,0.06986207487364002,0.07303370786516851
84,0.10030959752321982,0.0,0.0,0.0,0.0,0.0,0.0,0.2280115787129815,0.17948717948717952,0.21705623306233063,0.12022471910112355
85,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.1149270482603816,0.0,0.17813455657492355,0.1528089887640449
86,0.11842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.20484682213077277,0.2153846153846154,0.08968437259430331,0.10674157303370785
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029324169530355097,0.0,0.07978085944187639,0.025842696629213475
88,0.8820326678765881,0.0,0.0,0.0,0.0,0.0,0.0,0.5961410512308716,0.7583333333333334,0.23642820903094872,0.4269662921348313
89,0.25451688923802046,0.0,0.0,0.0,0.0,0.0,0.0,0.14784014784014785,0.3111111111111111,0.04001373862270307,0.08314606741573032
90,0.42631578947368426,0.0,0.0,0.0,0.0,0.0,0.0,0.23031938821412506,0.3835616438356164,0.16836691320241431,0.2269662921348314
91,0.22146274777853728,0.0,0.0,0.0,0.0,0.0,0.0,0.14482914686580675,0.13333333333333333,0.13897409679618267,0.18651685393258424
92,0.11073137388926864,0.0,0.0,0.0,0.0,0.0,0.0,0.11586331749264539,0.13333333333333333,0.13897409679618267,0.28202247191011226
93,0.22437673130193905,0.0,0.0,0.0,0.0,0.0,0.0,0.20317460317460317,0.1352657004830918,0.1291464142576959,0.20561797752808986
94,0.2335976928622927,0.0,0.0,0.0,0.0,0.0,0.0,0.1460187086470454,0.2828282828282829,0.09957264957264957,0.11123595505617973
