,abstract,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,introduction,conclusion,text,word freq. in sentence
0,0.4769647696476965,0.0,0.0,0.0,0.0,0.0,0.0,0.16214063122378689,0.08894117647058825,0.06058236513750193,0.12661596958174906
1,0.4769647696476965,0.0,0.0,0.0,0.0,0.0,0.0,0.016214063122378688,0.04447058823529412,0.05300645160213518,0.012927756653992397
2,0.40138660828316003,0.0,0.0,0.0,0.0,0.0,0.0,0.032530262075449526,0.0,0.03788176213212533,0.015209125475285174
3,0.6237816764132553,0.0,0.0,0.0,0.0,0.0,0.0,0.17724171653433304,0.2606896551724138,0.09076863325279527,0.08517110266159697
4,0.40138660828316003,0.0,0.0,0.0,0.0,0.0,0.0,0.1301210483017981,0.27,0.05304263506976678,0.09961977186311789
5,0.16544463244970858,0.0,0.0,0.0,0.0,0.0,0.0,0.049260849963220464,0.14,0.022775294240910834,0.05665399239543728
6,0.439360929557008,0.0,0.0,0.0,0.0,0.0,0.0,0.11367689852623675,0.17893491124260355,0.06060271226427554,0.0608365019011407
7,0.7995846313603323,0.0,0.0,0.0,0.0,0.0,0.0,0.2238343884293702,0.5068156424581006,0.11328917447921012,0.16653992395437264
8,0.7302585604472397,0.0,0.0,0.0,0.0,0.0,0.0,0.2245295262816353,0.384406779661017,0.113361154253643,0.11673003802281372
9,0.9011776753712238,0.0,0.0,0.0,0.0,0.0,0.0,0.22279971483108343,0.4984615384615385,0.14337692078976827,0.11444866920152091
10,0.5876068376068375,0.0,0.0,0.0,0.0,0.0,0.0,0.14524253731343284,0.524393063583815,0.09836709276411659,0.1296577946768061
11,0.4769647696476965,0.0,0.0,0.0,0.0,0.0,0.0,0.1459265681014082,0.355764705882353,0.07573419220823548,0.11178707224334604
12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31682080395568174,0.44951351351351354,0.13570023664870468,0.06539923954372626
13,0.2628434886499403,0.0,0.0,0.0,0.0,0.0,0.0,0.38194236828185735,0.2076923076923077,0.12073025416918319,0.06653992395437264
14,0.2716049382716049,0.0,0.0,0.0,0.0,0.0,0.0,0.2734923513274748,0.3024,0.083174700675946,0.08897338403041827
15,0.15821646889608054,0.0,0.0,0.0,0.0,0.0,0.0,0.21045243999438545,0.13263157894736843,0.06813568423941996,0.06197718631178708
16,0.08148148148148149,0.0,0.0,0.0,0.0,0.0,0.0,0.11439637256754205,0.04581818181818182,0.030335298339442145,0.013307984790874527
17,0.121012101210121,0.0,0.0,0.0,0.0,0.0,0.0,0.14661707236687227,0.09053892215568864,0.03031264312593349,0.03422053231939164
18,0.3017832647462277,0.0,0.0,0.0,0.0,0.0,0.0,0.3665929611203243,0.33414364640883976,0.12076841388100298,0.11406844106463879
19,0.15821646889608054,0.0,0.0,0.0,0.0,0.0,0.0,0.21045243999438545,0.13263157894736843,0.07570933833144185,0.048288973384030424
20,0.07988380537400146,0.0,0.0,0.0,0.0,0.0,0.0,0.1786351262555149,0.08946745562130178,0.06818088659150603,0.053992395437262364
21,0.040740740740740744,0.0,0.0,0.0,0.0,0.0,0.0,0.11439637256754205,0.04581818181818182,0.03792252934349037,0.026235741444866924
22,0.22426095820591235,0.0,0.0,0.0,0.0,0.0,0.0,0.3972445464982779,0.4131147540983607,0.13578540817520066,0.11596958174904944
23,0.15898825654923215,0.0,0.0,0.0,0.0,0.0,0.0,0.19456875746854424,0.2223529411764706,0.06815827867286871,0.07414448669201523
24,0.1637818723245859,0.0,0.0,0.0,0.0,0.0,0.0,0.09820942829434445,0.18439024390243905,0.03793613465909835,0.07908745247148291
25,0.5456349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.48807790316709143,0.4,0.21839554353174395,0.23384030418250953
26,0.1637818723245859,0.0,0.0,0.0,0.0,0.0,0.0,0.09820942829434445,0.04609756097560976,0.03793613465909835,0.027756653992395446
27,0.04178537511870845,0.0,0.0,0.0,0.0,0.0,0.0,0.03294532124068652,0.0,0.0075963079933778,0.013688212927756658
28,0.08314436885865456,0.0,0.0,0.0,0.0,0.0,0.0,0.04933929080711094,0.0,0.015188071381315352,0.009505703422053233
29,0.1987353206865402,0.0,0.0,0.0,0.0,0.0,0.0,0.19456875746854424,0.31129411764705883,0.06815827867286871,0.08897338403041828
30,0.12161415146489774,0.0,0.0,0.0,0.0,0.0,0.0,0.13053217325693806,0.1366265060240964,0.04549389696132941,0.05133079847908746
