,abstract,keyword0,keyword1,introduction,conclusion,text,word freq. in sentence
0,0.339454094292804,0.0,0.0,0.09702660406885759,0.18782677320706323,0.011745491549413643,0.01800986014689603
1,0.4326375711574953,0.0,0.0,0.07226107226107226,0.07834101382488479,0.013412517382283473,0.006238052117919296
2,0.2372528616024974,0.0,0.0,0.07328605200945626,0.16555082166768106,0.008396461362892344,0.013985310393399711
3,0.2724014336917563,0.0,0.0,0.08529874213836477,0.19133755401467187,0.0067153482258274794,0.015343595935204719
4,0.20095187731359068,0.0,0.0,0.048973143759873626,0.1114183307731695,0.008398738678152147,0.002465036724016496
5,0.5709235528060097,0.0,0.0,0.20238095238095238,0.4249609410899734,0.020091581188221876,0.02299024046684772
6,0.10506912442396314,0.0,0.0,0.16782675947409126,0.17958875683833236,0.010053944644917847,0.003722708521984095
7,0.038306451612903226,0.0,0.0,0.0972549019607843,0.05416168857029072,0.006713528348259504,0.00402454975349632
8,0.15816857440166493,0.0,0.0,0.07328605200945626,0.027591803611280177,0.006717169090313876,0.0028674916993661277
9,0.07543424317617867,0.0,0.0,0.1091549295774648,0.10732958468975043,0.0033558547284038977,0.0025153435959352
10,0.0731824747231584,0.0,0.0,0.13278816199376947,0.05269785914947205,0.006708074629048896,0.004276084113089838
11,0.0,0.0,0.0,0.07328605200945626,0.055183607222560355,0.001679292272578469,0.00075460307878056
12,0.0,0.0,0.0,0.07328605200945626,0.027591803611280177,0.0050378768177354065,0.002314116108260384
13,0.03143093465674111,0.0,0.0,0.2589217919514047,0.047946412832716376,0.005016114930833742,0.002766877955528719
14,0.0,0.0,0.0,0.24771689497716895,0.048342664178441304,0.016724898464135548,0.0047288459603581755
15,0.06905951840072695,0.0,0.0,0.17939814814814817,0.025432445067788686,0.006700816771727772,0.0040748566254150236
16,0.14709677419354839,0.0,0.0,0.49313087490961677,0.1827956989247312,0.018283824185175344,0.01177180802897673
17,0.22580645161290322,0.0,0.0,0.23646071700991608,0.14623655913978495,0.025094124397363828,0.022084716772311056
18,0.04086021505376344,0.0,0.0,0.04908946951702296,0.028122415219189414,0.001680203445813726,0.010916591206358767
19,0.23190932868352224,0.0,0.0,0.21379310344827587,0.17350100236923638,0.02678153470819197,0.02193379615655494
20,0.03225806451612903,0.0,0.0,0.23646071700991608,0.07311827956989247,0.01672941626490922,0.015142368447529904
21,0.02989771833202203,0.0,0.0,0.3032355154251317,0.023212152244410308,0.020042815214464056,0.019820907535969372
22,0.12618595825426945,0.0,0.0,0.8316566063044937,0.12998805256869772,0.06255787779059993,0.02429821913673403
23,0.2372528616024974,0.0,0.0,0.07328605200945626,0.16555082166768106,0.008396461362892344,0.013985310393399711
24,0.2724014336917563,0.0,0.0,0.08529874213836477,0.19133755401467187,0.0067153482258274794,0.015343595935204719
25,0.22287390029325516,0.0,0.0,0.3682256867112101,0.33235581622678395,0.02834811748023147,0.01690310896468454
26,0.2372528616024974,0.0,0.0,0.07328605200945626,0.16555082166768106,0.006717169090313876,0.0050306871918704
27,0.4025036109773712,0.0,0.0,0.13278816199376947,0.2898382253220963,0.013416149258097792,0.017959553274977322
28,0.04155276107162384,0.0,0.0,0.036904761904761905,0.028395448376657268,0.003361318806659101,0.0013582855418050079
29,0.03891449052739375,0.0,0.0,0.08529874213836477,0.05466787257562054,0.00839418528228435,0.013884696649562303
30,0.1186264308012487,0.0,0.0,0.07328605200945626,0.08277541083384053,0.006717169090313876,0.016047892142066575
31,0.08038075092543628,0.0,0.0,0.06121642969984202,0.05570916538658475,0.006718990942521718,0.002968105443203536
