,abstract,keyword0,keyword1,keyword2,keyword3,introduction,conclusion,text,word freq. in sentence
84,0.13636363636363635,0.0,0.0,0.0,0.0,0.09477009477009476,0.2352222125207369,0.37117582742174243,0.22006141248720573
85,0.11425061425061425,0.0,0.0,0.0,0.0,0.03409090909090909,0.08013564162056042,0.035509397125170795,0.17451381780962127
86,0.10701956271576524,0.0,0.0,0.0,0.0,0.10018552875695733,0.15934699671723895,0.12409897204772931,0.22927328556806553
87,0.1921487603305785,0.0,0.0,0.0,0.0,0.25769506084466715,0.42055965343636575,0.2830983828934301,0.29017400204708294
88,0.1424923391215526,0.0,0.0,0.0,0.0,0.0962566844919786,0.315060082448908,0.3007284451094592,0.363868986693961
89,0.3362603305785124,0.0,0.0,0.0,0.0,0.25769506084466715,0.28913476173750147,0.2830983828934301,0.36131013306038895
90,0.3799795709908069,0.0,0.0,0.0,0.0,0.32085561497326204,0.44633511680261967,0.3007284451094592,0.311668372569089
91,0.09607438016528926,0.0,0.0,0.0,0.0,0.22548317823908376,0.2628497833977286,0.2830983828934301,0.11821903787103377
92,0.05284090909090909,0.0,0.0,0.0,0.0,0.0665188470066519,0.13263618102327782,0.14179485895724991,0.09365404298874105
93,0.05284090909090909,0.0,0.0,0.0,0.0,0.03325942350332595,0.18569065343258892,0.14179485895724991,0.28607983623336747
94,0.05350978135788262,0.0,0.0,0.0,0.0,0.06679035250463823,0.18590482950344542,0.12409897204772931,0.14176049129989765
95,0.24294670846394983,0.0,0.0,0.0,0.0,0.12935680919870643,0.2894652014652015,0.2654610249760908,0.29068577277379737
96,0.09717868338557993,0.0,0.0,0.0,0.0,0.09701760689902982,0.21052014652014653,0.2654610249760908,0.15916069600818833
97,0.12940630797773653,0.0,0.0,0.22500000000000003,0.2631578947368421,0.12396694214876033,0.3378480060195636,0.459071444029889,0.2845445240532242
98,0.08806818181818181,0.0,0.0,0.0,0.0,0.0936849410131853,0.20837684186100477,0.423934980686905,0.3014329580348004
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017769422068049212,0.023029682702149435
100,0.05284090909090909,0.0,0.0,0.0,0.0,0.03325942350332595,0.15916341722793337,0.14179485895724991,0.28505629477993855
101,0.05419580419580419,0.0,0.0,0.0,0.0,0.03353204172876304,0.1063540001184343,0.1063957485350124,0.23183213920163764
102,0.09607438016528926,0.0,0.0,0.3,0.3571428571428571,0.09663564781675019,0.3417047184170472,0.2830983828934301,0.3311156601842375
103,0.057125307125307126,0.0,0.0,0.0,0.0,0.03409090909090909,0.05342376108037361,0.035509397125170795,0.1264073694984647
104,0.1457680250783699,0.0,0.0,0.0,0.0,0.12935680919870643,0.3420952380952381,0.2654610249760908,0.45854657113613106
105,0.10310421286031042,0.0,0.0,0.0,0.0,0.16495601173020527,0.23819628647214855,0.1771646412018385,0.34237461617195497
106,0.04915433403805496,0.0,0.0,0.0,0.0,0.09740259740259741,0.13172563515812943,0.24781636682782548,0.1857727737973388
107,0.24866310160427807,0.0,0.0,0.0,0.0,0.09779065555957986,0.2901283519840221,0.2301644039152678,0.2778915046059365
108,0.08627087198515769,0.0,0.0,0.0,0.0,0.09297520661157026,0.2598830815535105,0.459071444029889,0.3843398157625384
109,0.05218855218855218,0.0,0.0,0.0,0.0,0.09937430990062569,0.10598684016405535,0.1594834138233027,0.18526100307062437
110,0.22974308300395255,0.0,0.0,0.0,0.0,0.09513742071881606,0.26165501165501165,0.3535749027896688,0.34032753326509707
111,0.05218855218855218,0.0,0.0,0.0,0.0,0.06624953993375046,0.15898026024608303,0.1594834138233027,0.2671443193449335
112,0.15097402597402595,0.0,0.0,0.0,0.0,0.13090909090909092,0.26405551634909435,0.212505131701297,0.4114636642784033
113,0.09717868338557993,0.0,0.0,0.3103448275862069,0.37037037037037035,0.09701760689902982,0.31578021978021975,0.2654610249760908,0.31218014329580346
114,0.0,0.0,0.0,0.0,0.0,0.0,0.026711880540186805,0.035509397125170795,0.014329580348004094
115,0.05419580419580419,0.0,0.0,0.0,0.0,0.13412816691505217,0.15953100017765146,0.1063957485350124,0.1248720573183214
116,0.14411157024793386,0.0,0.0,0.0,0.0,0.09663564781675019,0.3154197400772743,0.2830983828934301,0.3669396110542477
117,0.05218855218855218,0.0,0.0,0.0,0.0,0.03312476996687523,0.1854769702870969,0.1594834138233027,0.09979529170931424
118,0.0,0.0,0.0,0.0,0.0,0.0,0.13233127026230473,0.1771646412018385,0.11514841351074719
119,0.05032467532467532,0.0,0.0,0.0,0.0,0.06545454545454546,0.18483886144436604,0.212505131701297,0.14585465711361312
120,0.35651697699890467,0.0,0.0,0.0,0.0,0.23001095290251916,0.3172304159674998,0.19483854564503425,0.3106448311156602
121,0.23748723186925433,0.0,0.0,0.0,0.0,0.12834224598930483,0.3413150893196503,0.3007284451094592,0.323439099283521
122,0.2983957219251337,0.0,0.0,0.0,0.0,0.26077508149221296,0.36925426616148266,0.2301644039152678,0.3357215967246674
123,0.5479797979797979,0.0,0.0,0.0,0.0,0.5076310550763106,0.6424565018315019,0.6343194410495928,0.8874104401228247
124,0.1921487603305785,0.0,0.0,0.0,0.0,0.16105941302791696,0.3417047184170472,0.2830983828934301,0.3111566018423746
125,0.0,0.0,0.0,0.0,0.0,0.0,0.02674290479168528,0.017769422068049212,0.006141248720573184
126,0.24577167019027482,0.0,0.0,0.0,0.0,0.16233766233766234,0.36883177844276244,0.24781636682782548,0.24923234390992838
127,0.0,0.0,0.0,0.0,0.0,0.06706408345752608,0.1063540001184343,0.1063957485350124,0.03531218014329581
128,0.20323426573426573,0.0,0.0,0.0,0.0,0.15151515151515152,0.5420834770610555,0.5643069629000304,0.5537359263050153
129,0.04973262032085561,0.0,0.0,0.0,0.0,0.09779065555957986,0.21100243780656153,0.2301644039152678,0.10388945752302971
130,0.0,0.0,0.0,0.0,0.0,0.0,0.13233127026230473,0.1771646412018385,0.12026612077789152
131,0.13636363636363635,0.0,0.0,0.0,0.0,0.06318006318006318,0.3659012194767019,0.37117582742174243,0.34646878198567044
132,0.0,0.0,0.0,0.5,0.0,0.0,0.053300094966761635,0.07096727344216332,0.02661207778915046
133,0.05350978135788262,0.0,0.0,0.0,0.0,0.06679035250463823,0.13278916393103246,0.12409897204772931,0.08546571136131013
