,abstract,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,introduction,conclusion,text,word freq. in sentence
0,0.4805781391147246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20722375267829815,0.2183342972816657,0.05114911571954394,0.08281829419035851
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407585791691752,0.3655190962883271,0.10206256543186386,0.13535228677379488
2,0.3663911845730028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07797143734643736,0.1330005871990605,0.02192765330088083,0.027812113720642778
3,0.5911111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23234441732763883,0.3441595441595442,0.05842806344874244,0.11464771322620522
4,0.6981627296587927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2315673456977805,0.29674340258281867,0.06570043579607174,0.11217552533992586
5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38211167971101745,0.6091984938138785,0.10935475338599826,0.18881334981458597
6,0.7504340277777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33392775838518746,0.42084726867335565,0.0875852096674241,0.20673671199011132
7,0.7504340277777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23118075580512978,0.2525083612040134,0.06568394884875266,0.10877626699629177
8,0.9515993265993267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3061962912709182,0.3680931744312026,0.1093810730357312,0.08189122373300374
9,0.22911283376399658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35901515151515156,0.25069175428887663,0.07296624166724092,0.11711990111248456
10,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458534015653221,0.32490586336740185,0.11664694134013266,0.17768850432632885
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581604636973765,0.1720797720797721,0.05842806344874244,0.09023485784919656
12,0.18169398907103826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18162655219990803,0.131993006993007,0.043852011487341316,0.10568603213844255
13,0.06007226738934057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20722375267829815,0.08733371891266628,0.021914430919695912,0.05346106304079112
14,0.28201865988125535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4089398973119904,0.24713584288052373,0.10211192590989275,0.16841779975278126
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20722375267829815,0.13100057836899942,0.036531773319619924,0.06025957972805935
16,0.17051282051282055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38401905914385115,0.16593406593406593,0.08024524751086189,0.1433868974042028
17,0.22911283376399658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35901515151515156,0.2089097952407305,0.08756378631222146,0.1251545117428925
18,0.2979390681003584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23273491214667688,0.21670493685419057,0.05844292182553993,0.08096415327564899
19,0.28201865988125535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4089398973119904,0.2059465357337698,0.10211192590989275,0.14493201483312737
20,0.059111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581604636973765,0.08603988603988605,0.06573343204084182,0.07725587144622995
21,0.28418803418803423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38401905914385115,0.16593406593406593,0.08754237262677973,0.08467243510506801
22,0.059111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581604636973765,0.08603988603988605,0.05842806344874244,0.06922126081582203
23,0.39939939939939945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8202746365105008,0.22054527750730285,0.10896137844578872,0.1653275648949321
24,0.7183641975308642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7255358462675537,0.3771228771228771,0.11634016087952004,0.21755253399258354
25,0.3308457711442786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4832081141998498,0.2419871794871795,0.07287572701611646,0.10692212608158226
