,abstract,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,introduction,conclusion,text,word freq. in sentence
0,0.2781954887218045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0941967595043948,0.1276923076923077,0.06970386072386806,0.09154639175257735
1,0.3560325684678016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1092799789390549,0.20864756158873807,0.09579166508208263,0.11298969072164952
2,0.3814432989690721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21815219676266553,0.3316683316683317,0.1131898223101677,0.23587628865979388
3,0.3814432989690721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1246583981500946,0.16583416583416585,0.1044813426745682,0.17443298969072168
4,0.3560325684678016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18733710675266552,0.3755656108597285,0.09579166508208263,0.28701030927835053
5,0.4805194805194805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20106937923839333,0.6061343719571568,0.12180437622616701,0.18804123711340212
6,0.3560325684678016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12489140450177703,0.20864756158873807,0.10450171155460829,0.2663917525773196
7,0.5988740323715693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29117457035792743,0.50920245398773,0.1825479828561978,0.32371134020618564
8,0.5285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16950782183878177,0.5985576923076923,0.16525291619631244,0.3785567010309279
9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25174807711517333,0.6665257819103974,0.2512161850614845,0.32000000000000006
10,0.21356421356421357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2784037558685446,0.2828627069133398,0.09569772246328853,0.1698969072164949
11,0.10898379970544918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21815219676266553,0.12437562437562437,0.06964742413217019,0.022268041237113404
12,0.08216136195410806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20294853231538765,0.16691804927099044,0.05224143271945431,0.03752577319587629
13,0.0275297619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18768792530463682,0.042004048582995945,0.05225240452534017,0.019793814432989696
14,0.056531703590527116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11051944939961128,0.043432757718472,0.0348684041465528,0.03505154639175258
15,0.056531703590527116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11051944939961128,0.043432757718472,0.0348684041465528,0.026391752577319592
16,0.16959511077158138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11051944939961128,0.043432757718472,0.052307322840464056,0.05030927835051547
17,0.21684981684981683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23329923676135023,0.32952853598014886,0.11316789448374712,0.23381443298969073
18,0.10954848260547742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20294853231538765,0.12518853695324283,0.043531386246928656,0.08206185567010309
19,0.10787172011661807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24838996806115504,0.2864891518737673,0.08702993158679247,0.1175257731958763
20,0.1618075801749271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24838996806115504,0.08185404339250492,0.09573527923906683,0.06556701030927835
21,0.4145658263305322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3671258319145643,0.4671669793621013,0.1825136361376766,0.3769072164948454
22,0.11246200607902734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260696252989636,0.17255717255717257,0.06101422038753212,0.05938144329896908
23,0.13983371126228267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14156123179756505,0.25709860609189467,0.05228534364873604,0.13773195876288666
24,0.18962203715566944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635647513398978,0.31399747793190413,0.2684962372287976,0.35793814432989685
25,0.16017316017316016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2784037558685446,0.32327166504381694,0.1131021583052075,0.13773195876288663
26,0.16959511077158138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11051944939961128,0.21716378859236005,0.052307322840464056,0.1612371134020619
27,0.028265851795263558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11051944939961128,0.130298273155416,0.052307322840464056,0.021855670103092785
28,0.10529311326124074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09077652205614291,0.5515771061883675,0.4721649484536084
29,0.24271137026239067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24838996806115504,0.2046351084812623,0.12185132219588986,0.21113402061855677
30,0.13553113553113552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23329923676135023,0.20595533498759305,0.12187480784603089,0.11876288659793813
31,0.27529761904761907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18768792530463682,0.25202429149797567,0.09581047389217266,0.2037113402061856
