,abstract,keyword0,keyword1,introduction,conclusion,text,word freq. in sentence
0,0.5952380952380951,0.0,0.0,0.18730268730268732,0.267515923566879,0.03630378542094384,0.11888111888111882
1,0.4878048780487805,0.0,0.0,0.21470497374111835,0.16258064516129034,0.01820678177528414,0.10178710178710171
2,0.8426966292134831,0.0,0.0,0.3718139783713555,0.15555555555555556,0.07232896719954658,0.21212121212121196
3,0.5952380952380951,0.0,0.0,0.26757526757526756,0.535031847133758,0.05444073830202442,0.26262626262626243
4,0.43209876543209874,0.0,0.0,0.1075144061569401,0.32727272727272727,0.04547718638228378,0.11732711732711726
5,0.6976744186046511,0.0,0.0,0.1867419008137571,0.5811320754716981,0.09059505975947517,0.22688422688422674
6,0.6976744186046511,0.0,0.0,0.3201289728235836,0.42264150943396234,0.09059505975947517,0.25174825174825155
7,0.12195121951219512,0.0,0.0,0.21470497374111835,0.10838709677419356,0.02728524552467965,0.08236208236208231
8,0.16483516483516483,0.0,0.0,0.4501466834304873,0.25609756097560976,0.05416247272357496,0.12587412587412578
9,0.060240963855421686,0.0,0.0,0.24117987275882014,0.05384615384615385,0.009113328817716808,0.027195027195027182
10,0.21978021978021978,0.0,0.0,0.4501466834304873,0.15365853658536585,0.05416247272357496,0.1227661227661227
11,0.11363636363636363,0.0,0.0,0.37236892460773063,0.1565217391304348,0.018087197181439193,0.09168609168609161
12,0.45977011494252873,0.0,0.0,0.34628799202790234,0.1575,0.03621414644459583,0.11033411033411025
13,0.7999999999999999,0.0,0.0,0.6793743890518085,0.24277456647398846,0.08976527248480515,0.3069153069153066
14,0.18072289156626503,0.0,0.0,0.24117987275882014,0.05384615384615385,0.018186796164388383,0.08391608391608385
15,0.0625,0.0,0.0,0.16151522193818268,0.0,6.987293966708134e-05,0.022533022533022518
16,0.20833333333333331,0.0,0.0,0.5782467286892066,0.14911242603550298,0.10801908107531494,0.1227661227661227
17,0.2040816326530612,0.0,0.0,0.6289592760180995,0.19649122807017544,0.053886333628803615,0.11344211344211336
18,0.3,0.0,0.0,0.6793743890518085,0.04855491329479769,0.0538078239157708,0.09013209013209011
19,0.06097560975609756,0.0,0.0,0.21470497374111835,0.05419354838709678,4.985427649311244e-05,0.06138306138306137
20,0.056179775280898875,0.0,0.0,0.39837211968359515,0.0,0.009023738904255433,0.029526029526029503
21,0.058823529411764705,0.0,0.0,0.29389151578057127,0.053164556962025315,0.018146890865447553,0.027972027972027958
22,0.0,0.0,0.0,0.1347996431203693,0.0,7.989883385459763e-05,0.0
23,0.42105263157894735,0.0,0.0,0.5527780933984775,0.15,0.06301835680510517,0.10878010878010873
24,0.18292682926829265,0.0,0.0,0.21470497374111835,0.0,4.985427649311244e-05,0.040404040404040394
25,0.06172839506172839,0.0,0.0,0.1881502107746452,0.0,0.009143323751094235,0.01942501942501941
26,0.05952380952380952,0.0,0.0,0.26757526757526756,0.0,0.009098356099322961,0.028749028749028727
