,abstract,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,introduction,conclusion,text,word freq. in sentence
0,0.5694444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25225311908656467,0.0771023847946925,0.08231124664527197,0.09441423628274853
1,0.2774436090225564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17822073841319716,0.09622377622377623,0.03399702819821074,0.09787444389520532
2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6739069896964633,0.49002849002849,0.18297293873139628,0.4181908057340591
3,0.5694444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2716572051701466,0.16962524654832348,0.08231124664527197,0.16213544241225927
4,0.33407407407407413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15782951803300072,0.0636860131444969,0.038830829893124766,0.09490855165595664
5,0.21908396946564884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09938235100860766,0.08077392692777309,0.024296809835056065,0.08007909045971343
6,0.49432624113475176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2146220330237358,0.17142339403823503,0.06299465479448167,0.16065249629263498
7,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4990323911043431,0.07551808921671935,0.048318653622805366,0.0667325753830945
8,0.030597014925373135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19765428468751023,0.0,0.03398614739946447,0.01730103806228377
9,0.0891304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274670039238577,0.04725274725274726,0.029091201311247834,0.02521008403361349
10,0.05815602836879433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33168859649122806,0.015583944912566821,0.029062734935527235,0.030153237765694556
11,0.202112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35055528730082086,0.10870350306970025,0.058129635319093674,0.06772120612951074
12,0.0891304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274670039238577,0.04725274725274726,0.029091201311247834,0.06228373702422154
13,0.09248120300751879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17822073841319716,0.032074592074592075,0.02913875155800599,0.032624814631735104
14,0.25153374233128833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7313557745954994,0.08675914249684742,0.0963046622094786,0.12901631240731612
15,0.11631205673758865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33168859649122806,0.062335779650267285,0.03391015205823501,0.06870983687592695
16,0.19793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40674222051479064,0.046100241222192445,0.04355087056686343,0.073652990608008
17,0.17697841726618707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2937463585162167,0.10986403868966146,0.04848221700664897,0.06228373702422154
18,0.06259541984732825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13913529141205072,0.06461914154221847,0.024296809835056065,0.03460207612456753
19,0.21578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17822073841319716,0.11226107226107228,0.02913875155800599,0.07118141374196749
20,0.08367346938775509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443859649122807,0.0305208056073108,0.04836316227430849,0.04300543746910534
21,0.21705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8520865864486696,0.09894806048652204,0.10572528162034664,0.25160652496292685
22,0.057746478873239436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35055528730082086,0.04658721560130011,0.03874538293677956,0.05091448344043506
23,0.14963503649635035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555230669265757,0.1264589651686426,0.038806382332388235,0.04695996045477022
24,0.18222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21701558729537598,0.09552901971674535,0.03397527269128566,0.05388037567968373
25,0.3131944444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38808172167163796,0.23130715438407748,0.07746788933589978,0.21799307958477548
26,0.1443661971830986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35055528730082086,0.06211628746840015,0.06297569841467221,0.08897676717745936
27,0.17083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38808172167163796,0.0771023847946925,0.06778117471715543,0.18289668808699985
28,0.06259541984732825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13913529141205072,0.048464356156663856,0.024296809835056065,0.06821552150271885
29,0.4792207792207792,0.0,0.12301587301587301,0.12239583333333333,0.12244897959183673,0.0,0.0,0.0,0.12187500000000001,0.5716715487101955,0.3426888426888427,0.1207075280321545,0.29411764705882404
30,0.23768115942028986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274670039238577,0.126007326007326,0.048497136302490716,0.10133465150766206
31,0.26170212765957446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33168859649122806,0.23375917368850233,0.07268948903989722,0.13000494315373232
32,0.17697841726618707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2937463585162167,0.14125376402956474,0.05333234445483771,0.18734552644587277
33,0.31760563380281687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35055528730082086,0.2018779342723005,0.0775138877014078,0.17053880375679709
