is_a_highlight	abstract	keyword1	keyword2	keyword3	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	0.3783926417370326	0.0	0.375	0.0	0.2718741739360296	0.060743696655614514	0.09147468044191395	0.15819774718397997	0.08333333333333333	0.2826086956521739	0.3333333333333333	0.0
0.0	0.2527190332326284	0.0	0.5	0.4444444444444444	0.11660336715605692	0.060752019458130566	0.09158864391422532	0.408367602360093	0.25	0.40217391304347827	1.0	0.4444444444444444
0.0	0.5871941436020858	0.0	0.5625	0.5	0.4268117855660769	0.12146686892027576	0.3652926783361566	0.5370999463615233	0.25	0.40217391304347827	1.0	0.4444444444444444
0.0	0.2528718258766626	0.0	0.0	0.0	0.11663201663201662	0.03037878419931609	0.18325338973448654	0.07759699624530665	1.0	1.0	0.6666666666666666	1.0
0.0	0.5036122817579771	0.0	0.3	0.26666666666666666	0.42691647327408916	0.16702422460318736	0.411124501016796	0.5595455858284394	0.25	0.40217391304347827	1.0	0.4444444444444444
0.0	0.46220112517580875	0.0	0.3461538461538462	0.6153846153846154	0.3882963662104767	0.13666707628540017	0.3657470224634404	0.4255319148936169	0.25	0.40217391304347827	1.0	0.4444444444444444
0.0	0.627249550089982	0.3333333333333333	0.21428571428571427	0.38095238095238093	0.6200568963243468	0.22770747294674573	0.7290758827948911	0.5298728674000395	0.25	0.40217391304347827	1.0	0.4444444444444444
0.0	0.752248201438849	0.31818181818181823	0.20454545454545456	0.18181818181818182	0.6973932042492278	0.2580590815622503	0.6832263151965755	0.4067584480600751	0.08333333333333333	0.2826086956521739	0.3333333333333333	0.0
0.0	1.0	0.0	0.3333333333333333	0.2962962962962963	0.8900238914912431	0.28836413206986666	1.0	0.6333917396745934	0.25	0.40217391304347827	1.0	0.4444444444444444
0.0	0.16858121725110842	0.0	0.0	0.0	0.15550935550935552	0.03037878419931609	0.18325338973448654	0.29536921151439294	1.0	1.0	0.6666666666666666	1.0
0.0	0.419929718875502	0.0	0.0	0.0	0.2717407714954329	0.09110750106705176	0.3198960177824662	0.10638297872340426	1.0	1.0	0.6666666666666666	1.0
0.0	0.1266656571774682	0.0	0.0	0.0	0.0	4.4393146569349175e-06	0.0	4.9762030124391014e-18	1.0	1.0	0.6666666666666666	1.0
0.0	0.2516546329723225	0.0	0.0	0.0	0.4268117855660769	0.09109973567168608	0.04566158479201957	0.09082782048989808	1.0	1.0	0.6666666666666666	1.0
0.0	0.20870758483033933	0.0	0.1875	0.0	0.7745020520350916	0.12142694718506726	0.22755412148726223	0.08624416884742288	0.08333333333333333	0.2826086956521739	0.3333333333333333	0.0
0.0	0.2100914205344585	0.0	0.0	0.0	0.3106370929683813	0.1062966148886446	0.13715513342379015	0.12652178859938562	1.0	1.0	0.6666666666666666	1.0
0.0	0.0840365682137834	0.0	0.0	0.0	0.4271260028315243	0.09111138419026679	0.0914367556158601	0.10467629992035501	1.0	1.0	0.6666666666666666	1.0
0.0	0.1260548523206751	0.0	0.0	0.0	0.4271260028315243	0.0	0.0914367556158601	0.058254636477414974	1.0	1.0	0.6666666666666666	1.0
0.0	0.2519578313253012	0.0	0.32142857142857145	0.2857142857142857	0.46584132256359934	0.03036879720109201	0.13709829333534265	0.25031289111389243	0.25	0.40217391304347827	1.0	0.4444444444444444
0.0	0.12613088057901084	0.0	0.0	0.0	0.3883916770514709	0.03037212571401759	0.045737340220956976	0.07559449311639549	1.0	1.0	0.6666666666666666	1.0
0.0	0.209964859437751	0.0	0.32142857142857145	0.0	0.3493809919226995	0.1062921770335417	0.22849715555890443	0.1977471839799749	0.08333333333333333	0.2826086956521739	0.3333333333333333	0.0
0.0	0.4515851982724774	0.0	0.1730769230769231	0.07692307692307693	1.0	0.31841454450763784	0.5848818663996143	0.1452816020025032	0.08333333333333333	0.2826086956521739	0.3333333333333333	0.0
0.0	0.16797188755020082	0.0	0.32142857142857145	0.2857142857142857	0.46584132256359934	0.12147685300003164	0.13709829333534265	0.4680851063829786	0.25	0.40217391304347827	1.0	0.4444444444444444
0.0	0.1263595166163142	0.0	0.0	0.0	0.23320673431211383	0.07593946948943224	0.13738296587133797	0.19595923475773294	1.0	1.0	0.6666666666666666	1.0
0.0	0.16817450743868112	0.0	0.375	0.6666666666666666	0.3883916770514709	0.12148683853880837	0.13721202066287094	0.3128911138923655	0.0	0.0	0.0	0.1111111111111111
0.0	0.2524140012070006	0.0	0.8181818181818182	0.36363636363636365	0.3496383312243857	0.10630549157167313	0.2745379102225575	0.6324572382144347	0.0	0.0	0.0	0.1111111111111111
0.0	0.08434160112925994	0.0	0.0	0.0	0.15554757358640375	0.0455690090658193	0.13749716617547042	0.21526908635794745	1.0	1.0	0.6666666666666666	1.0
0.0	0.41791566746602715	0.31818181818181823	0.0	0.0	0.7361372711519627	0.22769860242218054	0.6376778941834704	0.21677096370463075	1.0	1.0	0.6666666666666666	1.0
0.0	0.2524140012070006	0.0	0.0	0.0	0.3496383312243857	0.10630549157167313	0.36605054696341005	0.24196912807676263	1.0	1.0	0.6666666666666666	1.0
0.0	0.16868320225851988	0.0	0.6428571428571429	0.5714285714285714	0.1944344669830047	0.06075756900686857	0.22916194362578404	0.9692115143929915	0.0	0.0	0.0	0.1111111111111111
0.0	0.21072652156388552	0.0	0.5625	0.5	0.23326403326403325	0.07594279909700999	0.2748800846017298	0.6458072590738423	0.25	0.40217391304347827	1.0	0.4444444444444444
