is_a_highlight	abstract	keyword1	keyword2	keyword3	keyword4	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	0.2768100163309744	0.0	0.0	0.0	0.6153846153846154	0.2115281859471012	0.05595254350431629	0.19283175956949944	0.45369406867846	0.125	0.0	0.0	0.0
0.0	0.2776412776412776	0.0	0.0	0.0	0.0	0.05293242633417459	0.0	0.09653938432759954	0.001486546751895347	0.0	1.0	0.3333333333333333	1.0
0.0	0.4152150244964616	0.0	0.0	0.0	0.0	0.26441023243387657	0.07193898450554952	0.33745557924662406	0.2960457856399584	0.0	1.0	0.3333333333333333	1.0
0.0	1.0	0.4827586206896552	0.0	0.4444444444444444	0.42857142857142855	1.0	0.191706410572962	0.6706214689265537	0.4462018730489074	1.0	0.3116883116883117	1.0	0.6
0.0	0.8687618019962234	0.0	0.0	0.0	0.5454545454545454	0.6327777685276145	0.12783916114216387	0.48023627462879803	0.5189221753655731	1.0	0.3116883116883117	1.0	0.6
0.0	0.6865436543654365	0.15909090909090912	0.0	0.6000000000000001	0.38095238095238093	0.4219853431045969	0.11985466646734219	0.3363082589601927	0.3572667360388484	1.0	0.3116883116883117	1.0	0.6
0.0	0.6420454545454545	0.17500000000000002	0.0	0.0	0.42105263157894735	0.6861604613179559	0.11187453549923404	0.5770188977334874	0.5752471383975027	1.0	0.3116883116883117	1.0	0.6
0.0	0.13785469004156875	0.0	0.0	0.0	0.23529411764705882	0.5281502234674137	0.02397529660328295	0.09625169778426484	0.15757395570090682	1.0	0.3116883116883117	1.0	0.6
0.0	0.046319912552377475	0.0	0.0	0.0	0.4444444444444444	0.31769544572995384	0.015989351993358	0.048290311425723646	0.33298647242455776	1.0	0.3116883116883117	1.0	0.6
0.0	0.13812930097790654	0.0	0.0	0.0	0.26666666666666666	0.6341821579948603	0.07992492951306039	0.2890011564915698	0.2146201873048907	1.0	0.3116883116883117	1.0	0.6
0.0	0.2754355872528663	0.0	0.0	0.0	0.6666666666666666	0.580781221346048	0.0639312150051138	0.19242147922998987	0.3725286160249741	0.125	0.0	0.0	0.0
0.0	0.0920862006519377	0.0	0.0	0.0	0.26666666666666666	0.5813336448286219	0.08791742246436643	0.19266743766104652	0.1417793964620187	1.0	0.3116883116883117	1.0	0.6
0.0	0.31975386273805245	0.0	0.0	0.0	0.34782608695652173	0.9488664735843403	0.09587500893628914	0.33602264685067235	0.32023933402705507	1.0	0.3116883116883117	1.0	0.6
0.0	0.09172077922077922	0.0	0.0	0.0	0.21052631578947367	0.4750341655278157	0.0639283059995623	0.14425472443337184	0.1703954214360042	1.0	0.3116883116883117	1.0	0.6
0.0	0.09144861073644456	0.0	0.0	0.0	0.18181818181818182	0.5800462878169799	0.07989947571385242	0.24011813731439902	0.17470836299906892	1.0	0.3116883116883117	1.0	0.6
0.0	0.2776412776412776	0.0	0.0	0.0	0.8	0.31759455800504754	0.05596018451080358	0.28961815298279864	0.8265199940538132	0.125	0.0	0.0	0.0
0.0	0.26824336205380694	0.30434782608695654	0.0	0.0	0.08888888888888889	0.9946608040201004	0.1676135072490115	0.38047158282749366	0.0776720677865319	0.0	1.0	0.3333333333333333	1.0
0.0	0.3207045679790972	0.16666666666666666	0.0	0.0	0.4	0.7914729844554405	0.1038787705454372	0.5287091026886945	0.4162330905306973	1.0	0.3116883116883117	1.0	0.6
0.0	0.09263982510475495	0.0	0.0	0.0	0.0	0.21179696381996924	0.031978703986716	0.19316124570289459	0.059833506763787736	0.0	1.0	0.3333333333333333	1.0
0.0	0.2768100163309744	0.0	0.0	1.0	0.9230769230769231	0.4759384183809778	0.07193898450554952	0.2892476393542492	0.47710718002081176	0.125	0.0	0.0	0.0
0.0	0.09217801142028459	0.0	0.0	0.0	0.0	0.422922196070576	0.03996428354702521	0.09637478179677669	0.12959984864251253	0.0	1.0	0.3333333333333333	1.0
0.0	0.13909911552840337	0.0	0.0	0.0	0.5	0.21186426504774808	0.03198015981408497	0.14493284493284495	0.2258064516129033	1.0	0.3116883116883117	1.0	0.6
0.0	0.1388206388206388	0.0	0.0	0.0	0.4	0.26466213167087294	0.03197724829188777	0.09653938432759954	0.15757395570090676	1.0	0.3116883116883117	1.0	0.6
0.0	0.04604310032596885	0.0	0.0	0.0	0.0	0.31709107899743016	0.02397747885391812	0.1445005782457849	0.09105098855358999	0.0	1.0	0.3333333333333333	1.0
0.0	0.2757093800831375	0.19444444444444445	0.0	0.0	0.47058823529411764	0.6337802681608965	0.0959011864131318	0.3850067911370594	0.5009662553887322	1.0	0.3116883116883117	1.0	0.6
0.0	0.27165880153147537	0.10606060606060606	0.0	0.0	0.375	0.9987385682749921	0.13576734013296085	0.6216662637982435	0.24238401090817752	1.0	0.3116883116883117	1.0	0.6
0.0	0.046089005710142295	0.0	0.0	0.0	0.0	0.5815180195970421	0.03197142683762017	0.14456217269516505	0.07567874373285403	0.0	1.0	0.3333333333333333	1.0
0.0	0.2765340342608538	0.23333333333333334	0.0	0.0	0.8571428571428571	0.475787470579398	0.06394285367524034	0.2891243453903301	0.6191467221644121	0.125	0.0	0.0	0.0
0.0	0.32230170228178195	0.0	0.0	0.0	0.8	0.5813336448286219	0.07992492951306039	0.24083429707630816	0.4773673257023934	0.125	0.0	0.0	0.0
0.0	0.45860389610389607	0.17500000000000002	0.0	0.0	0.631578947368421	0.7389420352654912	0.10388349724928875	0.4327641733001155	0.5040322580645161	0.125	0.0	0.0	0.0
