is_a_highlight	abstract	keyword1	keyword2	keyword3	keyword4	keyword5	keyword6	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	0.7195363466915192	0.5	0.0	0.0	0.5	0.0	0.0	0.20250665386796982	0.05571489717670814	0.1741777656972003	0.4018867924528302	0.0	0.0	0.2	0.0
0.0	0.5909144059869037	0.0	0.5833333333333334	0.5833333333333334	0.0	0.0	0.0	0.1824629799502031	0.04334304179591379	0.10916971051627322	0.4479245283018868	0.5	0.25	1.0	0.25
0.0	0.5914676966292135	0.0	0.31818181818181823	0.31818181818181823	0.0	0.0	0.0	0.18251480130207767	0.037152959659138104	0.10924713584288051	0.3264150943396227	0.5	0.25	1.0	0.25
0.0	0.9140697674418605	0.0	0.3888888888888889	0.19444444444444445	0.0	0.0	0.35294117647058826	0.16191348334205477	0.06808972264445723	0.1956734162097606	0.6830188679245282	0.5	0.25	1.0	0.25
0.0	0.7842178770949721	0.0	0.2058823529411765	0.2058823529411765	0.0	0.0	0.0	0.18220431397352296	0.05571163330397811	0.10878422425032594	0.41798742138364786	0.5	0.25	1.0	0.25
0.0	0.9766349721706865	0.0	0.16666666666666666	0.16666666666666666	0.0	0.25	0.30000000000000004	0.1617759187852646	0.061888367499862006	0.30373781148429035	0.4710029791459781	1.0	1.0	0.2	1.0
0.0	0.5903621495327103	0.0	0.2692307692307693	0.2692307692307693	0.0	0.0	0.5	0.14187536845782658	0.037148210159486376	0.1527293528001743	0.4488850771869641	0.5	0.25	1.0	0.25
0.0	0.32675744878957175	0.47058823529411764	0.0	0.0	0.0	0.0	0.0	0.2834289328477024	0.04952066016652268	0.15229791395045633	0.29471698113207545	0.3333333333333333	0.11363636363636363	0.0	1.0
0.0	0.3246415356151712	0.0	0.0	0.0	0.0	0.0	0.0	0.3434819990422707	0.08663327956944739	0.1082490945456511	0.23036020583190403	1.0	1.0	0.2	1.0
0.0	0.3921089385474861	0.0	0.2058823529411765	0.2058823529411765	0.0	0.0	0.0	0.2834289328477024	0.06190260644143353	0.15229791395045633	0.2277987421383647	0.5	0.25	1.0	0.25
0.0	0.6547341417910447	0.5333333333333333	0.4666666666666667	0.4666666666666667	0.0	0.0	0.0	0.26333333333333336	0.06190972795961312	0.19608856490044607	0.6230769230769229	0.5	0.25	1.0	0.25
0.0	0.4566101301115242	0.0	0.0	0.18421052631578946	0.0	0.0	0.0	0.3237352050046865	0.06808586607967611	0.13035694911576434	0.3077691453940067	1.0	1.0	0.2	1.0
0.0	0.5123175182481752	0.0	0.08974358974358974	0.0	0.0	0.0	0.0	0.48286624617985563	0.11748443296704705	0.14996790414036587	0.15293217746047938	1.0	1.0	0.2	1.0
0.0	0.3870634191176471	0.25806451612903225	0.0	0.0	0.0	0.0	0.0	0.5646166880281538	0.09897372662485195	0.25852608929532006	0.17430058555627853	1.0	1.0	0.2	1.0
0.0	0.3913801115241636	0.42105263157894735	0.0	0.0	0.0	0.0	0.0	0.3237352050046865	0.061895486288313976	0.13035694911576434	0.23007769145394008	0.3333333333333333	0.11363636363636363	0.0	1.0
0.0	0.26213818860877686	0.0	0.0	0.0	0.0	0.0	0.0	0.24314590063738759	0.04952956249093067	0.15262126408623222	0.1679245283018868	1.0	1.0	0.2	1.0
0.0	0.7813079777365491	0.0	0.16666666666666666	0.16666666666666666	0.0	0.0	0.0	0.38421780711500336	0.08664751373582652	0.2820422535211267	0.40287984111221453	1.0	1.0	0.2	1.0
0.0	0.4566101301115242	0.0	0.18421052631578946	0.18421052631578946	0.0	0.0	0.0	0.30350175469189355	0.07427624587103822	0.06517847455788217	0.17103218645948945	0.5	0.25	1.0	0.25
0.0	0.1971558988764045	0.0	0.31818181818181823	0.31818181818181823	0.0	0.0	0.0	0.16223537893518014	0.018574698083949487	0.04369885433715221	0.2090146750524109	0.5	0.25	1.0	0.25
0.0	0.9089962997224792	0.3333333333333333	0.14583333333333334	0.14583333333333334	0.0	0.0	0.0	0.4445061164076444	0.09901107341663225	0.28144764581869286	0.37204116638078916	0.3333333333333333	0.11363636363636363	0.0	1.0
0.0	0.131437265917603	0.0	0.0	0.0	0.0	0.0	0.0	0.16223537893518014	0.037152959659138104	0.08739770867430442	0.09161425576519917	1.0	1.0	0.2	1.0
0.0	0.13094682835820895	0.0	0.0	0.0	0.0	0.0	0.0	0.2025641025641026	0.030951894973094512	0.021787618322271787	0.003338171262699566	1.0	1.0	0.2	1.0
0.0	0.5228119180633147	0.0	0.0	0.0	0.0	0.0	0.0	0.30367385662253826	0.037138713891611844	0.06527053455019556	0.07987421383647797	1.0	1.0	0.2	1.0
0.0	0.45703488372093026	0.0	0.19444444444444445	0.19444444444444445	0.0	0.2941176470588235	0.0	0.22263103959532532	0.04332701684369145	0.108707453449867	0.22900943396226417	0.5	0.25	1.0	0.25
0.0	0.26164958061509785	0.5	0.0	0.0	0.0	0.0	0.0	0.24300798464156378	0.049523627323549986	0.04354444142430008	0.14528301886792455	0.3333333333333333	0.11363636363636363	0.0	1.0
0.0	0.2626286248830683	0.0	0.2916666666666667	0.2916666666666667	0.0	0.0	0.0	0.1824629799502031	0.04334304179591379	0.08733576841301859	0.2709433962264151	0.5	0.25	1.0	0.25
0.0	0.19771126760563382	0.0	0.0	0.0	0.0	0.0	0.0	0.10148357895657499	0.01857915180729781	0.04379202886665573	0.4408805031446541	1.0	1.0	0.2	1.0
