is_a_highlight	abstract	keyword1	keyword2	keyword3	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	0.6952081696779261	0.3157894736842105	0.0	0.0	0.3264087683927955	0.047149274331350605	0.08083903328773369	0.16048962937776276	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.6957547169811321	0.3333333333333333	0.0	0.0	0.38582887700534757	0.1414606327089032	0.32350364963503647	0.4851878612716764	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.5574803149606299	0.375	0.0	0.0	0.23752312596125982	0.10610070665753558	0.32379908675799085	0.443848059454996	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.8309859154929577	0.25	0.0	0.375	0.3853909327635708	0.21215737598803527	0.5645859872611465	0.530215449290594	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.6488609583660644	0.0	0.3684210526315789	0.23684210526315788	0.38575581719148555	0.16503339647662238	0.5254537163702689	0.3951037062223734	0.1	0.03619909502262444	0.2	0.2222222222222222
0.0	0.7872841444270016	0.30000000000000004	0.0	0.22500000000000003	0.44501859812459627	0.18860491109147381	0.6464175022789426	0.3863198458574181	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.6963021243115658	0.0	0.0	0.2647058823529412	0.32653243149883554	0.12967565663722613	0.6068461889548151	0.5028901734104045	1.0	1.0	0.2	1.0
0.0	0.2783018867924528	0.16666666666666666	0.0	0.0	0.41550802139037435	0.03536211155108039	0.04043795620437956	0.09934971098265899	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.4171249018067557	0.3157894736842105	0.0	0.0	0.4451028659901756	0.08251451097493215	0.16167806657546738	0.2706562393743625	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.0931333859510655	0.46153846153846156	0.0	0.0	0.26736548647895175	0.09431979278690425	0.08106081390032006	0.4703100367840253	0.0	0.0	0.0	0.0
0.0	0.18553459119496857	0.3333333333333333	0.0	0.0	0.2671122994652406	0.08251700984344609	0.12131386861313868	0.3204479768786127	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.2778649921507064	0.30000000000000004	0.0	0.0	0.44501859812459627	0.14145251160141284	0.16160437556973564	0.5375722543352603	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.41811023622047244	0.375	0.0	0.28125	0.38597507968704725	0.14146875467718184	0.283324200913242	0.4351775392237821	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.0929866036249015	0.0	0.0	0.0	0.38604822258636257	0.1414728159841596	0.16197350388305162	0.3557136505113384	1.0	1.0	0.2	1.0
0.0	0.5098193244304792	0.3157894736842105	0.0	0.0	0.4451028659901756	0.16503339647662238	0.4041951664386685	0.6827609656579398	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.4638364779874214	0.3333333333333333	0.0	0.25	0.41550802139037435	0.1532493572819946	0.36394160583941604	0.6965317919075145	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.5062402496099844	0.21428571428571427	0.0	0.16071428571428573	0.4739686422773268	0.17677684097303323	0.44279745685740235	0.45042240995998245	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.2800632911392405	0.30000000000000004	0.0	0.45000000000000007	0.208069267160582	0.047163333446946225	0.20293040293040293	0.5079479768786129	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.4638364779874214	0.0	0.0	0.0	0.4748663101604278	0.17682680642817747	0.44481751824817517	0.5567196531791907	1.0	1.0	0.2	1.0
0.0	0.18641390205371247	0.0	0.0	0.0	0.29712909054406744	0.10611320398020468	0.28384263494967976	0.2595375722543352	1.0	1.0	0.2	1.0
0.0	0.41647058823529415	0.2857142857142857	0.0	0.21428571428571427	0.5042589437819421	0.17681181401158344	0.44420956719817767	0.5108001216915122	0.5	0.03619909502262444	1.0	0.3333333333333333
0.0	0.32622432859399686	0.0	0.0	0.0	0.29712909054406744	0.10611320398020468	0.36494053064958826	0.4953757225433526	1.0	1.0	0.2	1.0
0.0	0.18641390205371247	0.0	0.0	0.0	0.26741618148966073	0.09432260490805569	0.28384263494967976	0.22312138728323702	1.0	1.0	0.2	1.0
0.0	0.32494099134539733	0.0	0.0	0.0	0.3859019644986238	0.14146469358543542	0.3236513007759014	0.20231213872832368	1.0	1.0	0.2	1.0
0.0	0.27874015748031494	0.0	0.0	0.28125	0.2969039074515748	0.07073265863788933	0.283324200913242	0.2568125516102396	1.0	1.0	0.2	1.0
0.0	0.14014251781472684	0.0	0.0	0.0	0.1783789212896314	0.04716489598491734	0.12181401740723773	0.2716763005780347	1.0	1.0	0.2	1.0
0.0	0.2333860759493671	0.0	0.0	0.45000000000000007	0.23779344818352227	0.08253700555988512	0.24351648351648353	1.0	1.0	1.0	0.2	1.0
0.0	0.09335443037974683	0.0	0.0	0.45000000000000007	0.11889672409176114	0.03537210940929991	0.12175824175824176	0.23265895953757226	1.0	1.0	0.2	1.0
0.0	0.23228346456692914	0.0	0.4375	0.28125	0.2969039074515748	0.08252200797777143	0.32379908675799085	0.25805119735755583	0.1	0.03619909502262444	0.2	0.2222222222222222
0.0	0.09305993690851735	0.0	0.5	0.0	0.3267181019488918	0.09431698081479464	0.32409506398537474	0.5563583815028903	0.1	0.03619909502262444	0.2	0.2222222222222222
0.0	0.23301737756714058	0.0	0.0	0.0	0.29712909054406744	0.09432260490805569	0.20274473924977127	0.5751445086705204	1.0	1.0	0.2	1.0
