is_a_highlight	abstract	keyword1	keyword2	keyword3	keyword4	keyword5	keyword6	keyword7	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	0.307513750820003	0.0	0.8125	0.0	0.0	0.0	0.0	0.0	0.17649122884064275	0.06771657506333724	0.16334817919832328	0.22097657077218266	1.0	1.0	2.0	1.0
0.0	0.41813424574821373	0.0	0.22807017543859648	0.0	0.0	0.0	0.0	0.0	0.17641794768820204	0.12187991656665081	0.09322667464114832	0.21241761908734463	1.0	1.0	2.0	1.0
0.0	0.3354695463490942	0.75	0.5416666666666666	0.23333333333333334	0.5333333333333333	0.1875	0.0	0.0	0.25208989772729556	0.12189395506685903	0.18668363336951233	0.60780589228074	0.18518518518518517	0.0	2.0	0.0
0.0	0.5548600330512293	0.3333333333333333	0.36111111111111105	0.0	0.0	0.125	0.0	0.0	0.42804737110027424	0.24372194395885038	0.3954004551050099	0.6988324653295037	0.0	0.24427480916030533	2.0	0.125
0.0	0.33482749937043566	0.2222222222222222	0.48148148148148145	0.2058823529411765	0.23529411764705882	0.3333333333333333	0.0	0.0	0.2520227151971814	0.14897141388042168	0.2331625593657679	0.6035705347459749	0.18518518518518517	0.0	2.0	0.0
0.0	0.3902586293649995	0.42105263157894735	0.22807017543859648	0.0	0.0	0.15789473684210525	0.0	0.0	0.3023699284456812	0.17605168117008932	0.279680023923445	0.464774338867106	0.0	0.24427480916030533	2.0	0.125
0.0	0.11203802012235198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201745779318216	0.06772219143363375	0.18683747237517323	0.37999499457745894	1.0	1.0	2.0	1.0
0.0	0.08386738658727355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27728945402284644	0.09480526506509812	0.2333545417118904	0.14332834930148688	1.0	1.0	2.0	1.0
0.0	0.11193049803010405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27732611236634835	0.13544344822928092	0.18676052119215217	0.1722699591223826	1.0	1.0	2.0	1.0
0.0	0.13911209321012455	0.0	0.20634920634920634	0.0	0.0	0.0	0.0	0.0	0.40302776096575904	0.17603858083317836	0.3027377306341974	0.17023071290194006	1.0	1.0	2.0	1.0
0.0	0.19494294475443624	0.0	0.6499999999999999	0.0	0.0	0.0	0.0	0.0	0.37789228647389983	0.12187523771325615	0.20967380338527072	0.21275499438116785	1.0	1.0	2.0	1.0
0.0	0.08299211025666633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.352384802876965	0.14892089273578915	0.1626117734724292	0.04073857790384028	1.0	1.0	2.0	1.0
