is_a_highlight	abstract	keyword1	keyword2	keyword3	keyword4	keyword5	keyword6	keyword7	keyword8	keyword9	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	0.45813019787783194	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13684482909991544	0.0581450301761988	0.05827926440664951	0.25000000000000006	0.07692307692307693	0.36633663366336633	1.0	0.2727272727272727
0.0	0.4588539422662645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08212093762709358	0.05814798292966248	0.05829493087557604	0.08755760368663594	1.0	1.0	0.25	1.0
0.0	0.8220411663807891	0.0	0.27272727272727276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13679805253895155	0.10174657007368294	0.17474387015080003	0.4270967741935485	0.07692307692307693	0.36633663366336633	1.0	0.2727272727272727
0.0	0.6403722261989979	0.0	0.30000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19155001155001156	0.10175129371163726	0.20392262224610425	0.28315412186379935	0.07692307692307693	0.36633663366336633	1.0	0.2727272727272727
0.0	1.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.21876471620236568	0.13080048909890343	0.14550264550264552	0.0987593052109181	0.23076923076923078	0.1188118811881188	0.25	0.6363636363636364
0.0	0.9133790737564323	0.0	0.27272727272727276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19151727355453216	0.13081819986353863	0.20386784850926673	0.33806451612903227	0.07692307692307693	0.36633663366336633	1.0	0.2727272727272727
0.0	0.08950833450063035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.5186801740348808	0.20338220110399016	0.20315845824411136	0.05862552594670407	1.0	1.0	0.25	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16421379491989854	0.0581450301761988	0.11655852881329902	0.13870967741935486	1.0	1.0	0.25	1.0
0.0	0.09105158164719293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2735026158911346	0.08720248981956867	0.02910834132310642	0.02365591397849463	1.0	1.0	0.25	1.0
0.0	0.0897850217788394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13636363636363638	0.5461654079873118	0.23245854288624096	0.11615272782921417	0.07342549923195082	1.0	1.0	0.25	1.0
0.0	0.18153409090909092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3554319477462091	0.07266077224754092	0.0872781632105485	0.03686635944700461	1.0	1.0	0.25	1.0
0.0	0.27444523979957053	0.0	0.0	0.22727272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.2462785862785863	0.07267848301229299	0.20392262224610425	0.19569892473118283	0.23076923076923078	0.1188118811881188	0.25	0.6363636363636364
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1875	0.35537125239994094	0.10172295763883087	0.14542458614347026	0.0795698924731183	1.0	1.0	0.25	1.0
0.0	0.18096856414613424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17647058823529413	0.40997374359163674	0.13078278264958143	0.17446270543615675	0.09677419354838714	1.0	1.0	0.25	1.0
0.0	0.44754167250315174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.49138121750672914	0.1743259144120262	0.17413582135209543	0.06760168302945303	1.0	1.0	0.25	1.0
0.0	0.27019027484143765	0.0	0.0	0.11904761904761904	0.0	0.0	0.0	0.0	0.0	0.0	0.5190342219352458	0.14529558347396926	0.14526871841984382	0.05806451612903226	1.0	1.0	0.25	1.0
0.0	0.1829634931997137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2462785862785863	0.08721488836196511	0.14565901589007446	0.10394265232974913	1.0	1.0	0.25	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3554319477462091	0.14532804002527486	0.029092721070182834	0.05437788018433179	1.0	1.0	0.25	1.0
0.0	0.09148174659985685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21891429891429892	0.05814207766262085	0.029131803178014896	0.043727598566308236	1.0	1.0	0.25	1.0
0.0	0.09148174659985685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2462785862785863	0.10175129371163726	0.05826360635602979	0.06810035842293907	1.0	1.0	0.25	1.0
0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.32814707430354856	0.11626644528043911	0.1164021164021164	0.08089330024813896	1.0	1.0	0.25	1.0
0.0	0.1823890395318967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.300904287746393	0.10174184681945224	0.20381310418904403	0.1026392961876833	1.0	1.0	0.25	1.0
0.0	0.09206166258464199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1369150539523444	0.04361512150794322	0.14581572273879967	0.192258064516129	1.0	1.0	0.25	1.0
0.0	0.09133790737564323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2735961050779031	0.07267494028382725	0.08737193507540002	0.04387096774193548	1.0	1.0	0.25	1.0
0.0	0.44412010008340286	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.13333333333333333	0.0	0.0	0.73644388979199	0.23238836431564372	0.3767900103104594	0.07741935483870965	1.0	1.0	0.25	1.0
0.0	0.5514959723820484	0.0	0.42857142857142855	0.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.16426996519351572	0.07268911292479732	0.1749318173088004	0.4494623655913979	0.23076923076923078	0.1188118811881188	0.25	0.6363636363636364
0.0	0.54716711859569	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.300904287746393	0.13081229579575027	0.20381310418904403	0.5143695014662756	0.07692307692307693	0.36633663366336633	1.0	0.2727272727272727
0.0	0.09177078845325291	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16424187525418715	0.07268556933274295	0.1457373271889401	0.37880184331797234	0.07692307692307693	0.36633663366336633	1.0	0.2727272727272727
0.0	0.2689393939393939	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.6006794787282592	0.2615059812892488	0.31933448078026394	0.056891495601173035	1.0	1.0	0.25	1.0
0.0	0.1781929726715003	0.0	0.0	0.08928571428571427	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.6821249406897949	0.275987533681241	0.3189928552324915	0.1012406947890819	1.0	1.0	0.25	1.0
0.0	0.09177078845325291	0.0	0.0	0.27777777777777773	0.0	0.0	0.0	0.0	0.0	0.0	0.19161552112988503	0.043610396526582024	0.11658986175115207	0.08755760368663594	0.23076923076923078	0.1188118811881188	0.25	0.6363636363636364
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05472857472857473	0.014532861613604444	0.0	0.010752688172043008	1.0	1.0	0.25	1.0
0.0	0.18040654997176736	0.0	0.15789473684210525	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.3551892906731617	0.14530207372988996	0.1453076540184554	0.16487455197132625	1.0	1.0	0.25	1.0
0.0	0.08992400788066424	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.5462585943732505	0.23246857165281581	0.2033217251540316	0.18193548387096778	1.0	1.0	0.25	1.0
0.0	0.09090909090909091	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.26666666666666666	0.0	0.0	0.35549266382884426	0.11626644528043911	0.20370370370370372	0.06302729528535982	0.23076923076923078	0.1188118811881188	0.25	0.6363636363636364
0.0	0.18354157690650583	0.0	0.375	0.27777777777777773	0.0	0.0	0.0	0.0	0.2222222222222222	0.0	0.19161552112988503	0.05814798292966248	0.1457373271889401	0.384331797235023	0.23076923076923078	0.1188118811881188	0.25	0.6363636363636364
0.0	0.18153409090909092	0.0	0.2	0.3125	0.0	0.0	0.0	0.0	0.125	0.0	0.3280910286888084	0.1017276793586345	0.174556326421097	0.2230414746543779	0.23076923076923078	0.1188118811881188	0.25	0.6363636363636364
0.0	0.09206166258464199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1369150539523444	0.04361512150794322	0.11665257819103972	0.07612903225806453	1.0	1.0	0.25	1.0
0.0	0.44754167250315174	0.0	0.0	0.0	0.0	0.48000000000000004	0.0	0.0	0.16	0.0	0.5459791305630324	0.24696663114193618	0.4353395533802386	0.1539971949509117	0.11538461538461539	0.0	0.0	0.18181818181818182
0.0	0.18210316329438586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3008528774802481	0.13080639220755802	0.17465004793863853	0.16344086021505377	1.0	1.0	0.25	1.0
0.0	0.09076704545454546	0.0	0.0	0.0	0.0	0.75	0.0	0.25	0.25	0.0	0.3827728668036098	0.17439494713636844	0.11637088428073133	0.071889400921659	0.11538461538461539	0.0	0.0	0.18181818181818182
0.0	0.2718763295986385	0.0	0.1875	0.0	0.0	0.0	0.0	0.23529411764705882	0.23529411764705882	0.0	0.3827075025845518	0.15985441100111622	0.3199340895156346	0.2223655913978495	0.11538461538461539	0.0	0.0	0.18181818181818182
0.0	0.09133790737564323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19151727355453216	0.0581391253888994	0.17474387015080003	0.07225806451612905	1.0	1.0	0.25	1.0
0.0	0.5354000837871806	0.0	0.11538461538461539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30018613908828706	0.3341071827465849	0.29007108461362074	0.2067096774193549	1.0	1.0	0.25	1.0
0.0	0.09133790737564323	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.16666666666666666	0.0	0.2735961050779031	0.13081819986353863	0.08737193507540002	0.12387096774193548	0.11538461538461539	0.0	0.0	0.18181818181818182
0.0	0.08923334729786343	0.0	0.0	0.0	0.0	0.0	0.0	0.14814814814814814	0.0	0.0	0.3820550861123654	0.3486341465729318	0.14503554230681037	0.036387096774193564	1.0	1.0	0.25	1.0
0.0	0.27272727272727276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26666666666666666	0.0	0.3008014847782528	0.15986857673583207	0.2328042328042328	0.23076923076923078	0.11538461538461539	0.0	0.0	0.18181818181818182
0.0	0.18325207915113279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13684482909991544	0.08721902188097426	0.08741889660997428	0.029032258064516134	1.0	1.0	0.25	1.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05470052317822692	0.043598587431579315	0.0	0.013978494623655921	1.0	1.0	0.25	1.0
0.0	0.1847087729440671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05478476423034945	0.014539949085739828	0.05835768107027525	0.01935483870967742	1.0	1.0	0.25	1.0
