is_a_highlight	abstract	keyword1	keyword2	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	0.45859872611464964	0.5238095238095238	0.0	0.2589450319645592	0.058072549374819524	0.30174418604651165	0.3883078573344061	0.05263157894736842	0.0	1.0	0.0
0.0	0.3069053708439898	0.6666666666666667	0.0	0.2266735792183005	0.03872326040464301	0.20151426907396625	0.47345132743362844	0.05263157894736842	0.0	1.0	0.0
0.0	0.6083650190114068	0.40740740740740744	0.0	0.42054652623087574	0.07740950610082131	0.15052204176334108	0.5054080629301869	0.3684210526315789	0.175	0.25	0.0
0.0	0.45918367346938777	0.8461538461538463	0.7692307692307693	0.32372731317338077	0.06775630229374822	0.5031995346131471	1.0	0.0	0.075	0.5	1.0
0.0	0.3072983354673495	0.0	1.0	0.12954618455467354	0.05808900535016132	0.25203962703962707	0.6430678466076698	0.0	0.075	0.5	1.0
0.0	0.6106870229007633	0.7333333333333334	0.0	0.2265446958754614	0.10646075929445725	0.55287623474724	0.7020648967551625	0.05263157894736842	0.0	1.0	0.0
0.0	0.5597964376590331	0.48888888888888893	0.0	0.38836233578650525	0.0871038302285209	0.4020918070889018	0.7807276302851527	0.05263157894736842	0.0	1.0	0.0
0.0	0.10217113665389528	0.6111111111111112	0.0	0.25901867958457186	0.03872032165924165	0.10069848661233993	0.3349721402818749	0.05263157894736842	0.0	1.0	0.0
0.0	0.15170670037926673	0.3666666666666667	0.0	0.5497892228739003	0.07739893624570848	0.2505793742757822	0.2422349470761758	0.3684210526315789	0.175	0.25	0.0
0.0	0.05108556832694764	0.0	0.0	0.2266413446365004	0.019359866955080688	0.050349243306169966	0.08915109800065554	1.0	1.0	0.0	1.0
0.0	0.20227560050568902	0.3666666666666667	0.0	0.5497892228739003	0.0870744641731384	0.2505793742757822	0.23529411764705888	0.3684210526315789	0.175	0.25	0.0
0.0	0.1015228426395939	0.43137254901960786	0.0	0.4206062884201937	0.02902834360632106	0.1506094022054556	0.21533923303834804	0.3684210526315789	0.175	0.25	0.0
0.0	0.30495552731893266	0.45833333333333337	0.0	0.2588714262135744	0.048386447314420766	0.20092915214866436	0.291354663036079	0.05263157894736842	0.0	1.0	0.0
0.0	0.7000000000000001	0.25287356321839083	0.0	0.6782842681872057	0.0966918966817901	0.24927953890489912	0.40481052870433415	0.3684210526315789	0.175	0.25	0.0
0.0	0.1532567049808429	0.3055555555555556	0.0	0.25901867958457186	0.03872032165924165	0.10069848661233993	0.3349721402818748	0.3684210526315789	0.175	0.25	0.0
0.0	0.05128205128205128	0.0	0.0	0.1619557684982492	0.00968316652576633	0.0	0.13667649950835792	1.0	1.0	0.0	1.0
0.0	0.20100502512562812	0.0	0.13333333333333333	0.6463517937681723	0.14508067455292087	0.1998844598497978	0.16438723518369538	1.0	1.0	0.0	1.0
0.0	0.2506265664160401	0.13580246913580246	0.0	0.6461683534974846	0.07736196194876392	0.1996537795729948	0.13176007866273354	1.0	1.0	0.0	1.0
0.0	0.19999999999999998	0.0	0.0	0.6782842681872057	0.10636214320751289	0.1495677233429395	0.08032675289312458	1.0	1.0	0.0	1.0
0.0	0.05115089514066496	0.33333333333333337	0.0	0.19429163932997187	0.0	0.05037856726849156	0.27802359882005917	0.3684210526315789	0.175	0.25	0.0
0.0	0.05069708491761723	0.0	0.0	0.38819679344388525	0.0193492919661666	0.0	0.03539823008849559	1.0	1.0	0.0	1.0
0.0	0.05095541401273885	0.0	0.0	0.29131316096012916	0.01935634110283079	0.05029069767441861	0.06382408152319657	1.0	1.0	0.0	1.0
0.0	0.0	0.0	0.0	0.12958305028732994	0.00968434245226338	0.0	0.00589970501474928	1.0	1.0	0.0	1.0
0.0	0.3522012578616352	0.0	0.0	0.4525104870766243	0.09672416408207613	0.3	0.15142576204523112	1.0	1.0	0.0	1.0
0.0	0.1534526854219949	0.0	0.0	0.25905551910662916	0.019361630202321505	0.05037856726849156	0.17109144542772864	1.0	1.0	0.0	1.0
0.0	0.05121638924455826	0.0	0.0	0.22670582297067862	0.029044796585309	0.05040792540792541	0.09102402022756009	1.0	1.0	0.0	1.0
0.0	0.0510204081632653	0.0	0.0	0.32372731317338077	0.019358103921930114	0.0	0.07964601769911511	1.0	1.0	0.0	1.0
0.0	0.0	0.0	0.0	0.19431927683201028	0.029044796585309	0.05040792540792541	0.06995364517488416	1.0	1.0	0.0	1.0
0.0	0.30303030303030304	0.0	0.0	0.3880313921684511	0.0870685931003669	0.20034742327735958	0.10390036053752869	1.0	1.0	0.0	1.0
0.0	0.10230179028132992	0.33333333333333337	0.0	0.25905551910662916	0.009680815101160752	0.05037856726849156	0.28539823008849574	0.3684210526315789	0.175	0.25	0.0
0.0	0.15247776365946633	0.0	0.0	0.3883071393203616	0.02903069317589359	0.05023228803716609	0.0757885182663944	1.0	1.0	0.0	1.0
0.0	0.05076142131979695	0.0	0.0	0.4529606182986701	0.038705633283191515	0.1004062681369704	0.0235988200589971	1.0	1.0	0.0	1.0
0.0	0.1534526854219949	0.33333333333333337	0.0	0.25905551910662916	0.048404075505803765	0.15113570180547467	0.3001474926253688	0.3684210526315789	0.175	0.25	0.0
