is_a_highlight	abstract	keyword1	keyword2	keyword3	keyword4	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	0.5180072981120102	0.3333333333333333	0.42105263157894735	0.0	0.0	0.4099873829603559	0.03783379134966902	0.4231899545818862	0.4991680532445924	1.0	0.24660633484162897	1.0	1.0
0.0	0.7214330808080808	0.20689655172413793	0.26666666666666666	0.39285714285714285	0.0	0.952809286021363	0.05910597948133083	0.5193215597132366	0.4125839649966106	1.0	0.24660633484162897	1.0	1.0
0.0	0.3105087969567285	0.15000000000000002	0.12698412698412698	0.0	0.0	0.2276045122760451	0.03546816258615824	0.10544066743587467	0.24634867812904415	0.5555555555555556	1.0	0.42857142857142855	0.0
0.0	0.34616200169635286	0.23076923076923078	0.5714285714285714	0.0	0.0	0.3194624621627915	0.021283032993471084	0.3201005927788755	0.415973377703827	1.0	0.24660633484162897	1.0	1.0
0.0	0.8248855202905416	0.21428571428571427	0.27586206896551724	0.0	0.0	0.6808257244938467	0.05437828046041607	0.676241352132411	0.49500831946755397	1.0	0.24660633484162897	1.0	1.0
0.0	0.5182539682539683	0.0	0.0	0.0	0.0	0.3645663799116484	0.03546968781425563	0.2119536128456735	0.3921242373821408	0.5555555555555556	1.0	0.42857142857142855	0.0
0.0	0.5865166164738205	0.0	0.0	0.0	0.0	0.4552090245520902	0.04256179510338988	0.31632200230762403	0.2814753189129228	0.5555555555555556	1.0	0.42857142857142855	0.0
0.0	0.4495816121173605	0.0	0.3333333333333333	0.0	0.0	0.5016453382084095	0.0307412774117505	0.5316863587540279	0.5356457186740049	1.0	0.24660633484162897	1.0	1.0
0.0	0.621017593913457	0.30000000000000004	0.38095238095238093	0.0	0.0	0.7283344392833444	0.04256179510338988	0.6853643383331854	0.5717322980218156	1.0	0.24660633484162897	1.0	1.0
0.0	0.8588489057239057	0.20689655172413793	0.26666666666666666	0.0	0.0	0.4083468368662985	0.06147021866058407	0.46738940374191296	0.31644789548283725	1.0	0.24660633484162897	1.0	1.0
0.0	0.3118433619866285	0.5454545454545455	0.2222222222222222	0.0	0.0	0.3196964148996371	0.021283643198410904	0.3747296322999279	0.36420780181179513	0.4444444444444444	0.0746606334841629	0.14285714285714285	0.5
0.0	0.17332908637256467	0.0	0.48484848484848486	0.0	0.0	0.27412587412587414	0.014189298876001578	0.1608738828202582	0.36813643926788686	1.0	0.24660633484162897	1.0	1.0
0.0	0.2753531520134936	0.0	0.20512820512820515	0.0	0.0	0.6361318099023017	0.04019437027490941	0.20911811300827318	0.2409028430876076	1.0	0.24660633484162897	1.0	1.0
0.0	0.20740034937271717	0.0	0.1568627450980392	0.0	0.0	0.5014619883040935	0.028376157002218003	0.3184701992672684	0.28345614452103635	0.5555555555555556	1.0	0.42857142857142855	0.0
0.0	0.1376765760067468	0.0	0.10256410256410257	0.0	0.0	0.9996357012750455	0.04728749444106989	0.052279528252068296	0.12804745713665633	0.5555555555555556	1.0	0.42857142857142855	0.0
0.0	0.10404716379859784	0.0	0.0	0.0	0.0	0.319930710549985	0.014189502292228028	0.05371676614215952	0.13311148086522465	0.5555555555555556	1.0	0.42857142857142855	0.0
0.0	0.13787278965426233	0.0	0.11594202898550725	0.0	0.0	0.5458523970558982	0.030738193061591656	0.10508624502432552	0.16472545757071552	0.5555555555555556	1.0	0.42857142857142855	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.18295162849618296	0.009459939428118897	0.0	0.06988352745424294	0.5555555555555556	1.0	0.42857142857142855	0.0
0.0	0.2078955746577523	0.0	0.4444444444444444	0.0	0.0	0.41103824772810493	0.021283643198410904	0.3747296322999279	0.7949713440562025	1.0	0.24660633484162897	1.0	1.0
0.0	0.4482995352767216	0.2857142857142857	0.3636363636363636	0.0	0.0	0.7735730158203709	0.04256118504712971	0.4736842105263158	0.4816533847096944	1.0	0.24660633484162897	1.0	1.0
0.0	0.207005864637819	0.15000000000000002	0.38095238095238093	0.0	0.0	0.7283344392833444	0.03073907424133714	0.21088133487174934	0.3045849510075799	1.0	0.24660633484162897	1.0	1.0
0.0	0.31080437886720613	0.0	0.2807017543859649	0.0	0.0	0.6833123049339266	0.033104567430960394	0.47608869890462197	0.4435316139767055	1.0	0.24660633484162897	1.0	1.0
0.0	0.13826689958181143	0.375	0.1568627450980392	0.0	0.0	0.5014619883040935	0.023646797501848338	0.1592350996336342	0.24423579748038982	1.0	0.24660633484162897	1.0	1.0
0.0	0.2424290639087775	0.5	0.20512820512820515	0.0	0.0	0.4565419938772794	0.02364815343507474	0.2137651821862348	0.5673876871880198	0.4444444444444444	0.0746606334841629	0.14285714285714285	0.5
0.0	0.06943115364167997	0.8571428571428571	0.3333333333333333	0.0	0.0	0.2286895356202287	0.01182492428514862	0.10780399274047187	0.5091514143094842	0.4444444444444444	0.0746606334841629	0.14285714285714285	0.5
0.0	0.06939794888144961	0.75	0.2962962962962963	0.0	0.0	0.27432684617435354	0.009459803809524579	0.10761844369961047	0.4589572933998891	0.4444444444444444	0.0746606334841629	0.14285714285714285	0.5
0.0	0.27627055899307207	0.3333333333333333	0.14035087719298245	0.0	0.0	0.7288664585961884	0.033104567430960394	0.3173924659364146	0.3405782029950083	1.0	0.24660633484162897	1.0	1.0
0.0	0.24196707426817002	0.375	0.4705882352941177	0.0	0.0	0.6382243487506645	0.033105516502587674	0.3184701992672684	0.415379130021393	0.4444444444444444	0.0746606334841629	0.14285714285714285	0.5
