is_a_highlight	abstract	keyword1	keyword2	keyword3	keyword4	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	1.0	0.17241379310344826	0.2111111111111111	0.0	0.3103448275862069	0.8547003532923984	0.16963303985917053	0.31283597574814387	0.33700367033700357	0.625	0.0	1.0	0.2631578947368421
0.0	0.6064769381746811	0.27777777777777773	0.0	0.0	0.0	0.3350966907658849	0.07777492928432989	0.17933905802758263	0.4087837837837837	0.625	0.0	1.0	0.2631578947368421
0.0	0.6469087340529931	0.27777777777777773	0.6666666666666666	0.0	0.0	0.4095626220471927	0.09191639441591784	0.20175644028103043	0.29842342342342343	1.0	0.04597701149425287	0.5	0.0
0.0	0.5671583087512291	0.0	0.0	0.0	0.0	0.446953215342702	0.0777802911466819	0.179444118987177	0.2728442728442728	1.0	1.0	1.0	1.0
0.0	0.3638861629048087	0.0	0.0	0.0	1.0	0.297863725125231	0.05656273158694794	0.08966952901379131	0.14977477477477477	1.0	1.0	1.0	1.0
0.0	0.16156862745098038	0.0	0.0	0.0	0.47368421052631576	0.5583960194326908	0.056560721079141424	0.11205410854225603	0.1579226285108638	1.0	1.0	1.0	1.0
0.0	0.16204523107177976	0.0	0.0	0.0	0.0	0.4841993166212605	0.0777802911466819	0.13458308924038273	0.1634491634491635	1.0	1.0	1.0	1.0
0.0	0.24164222873900293	0.22727272727272727	0.0	0.0	0.0	0.6325142763909284	0.08483404668369135	0.17912930474333985	0.25675675675675674	0.625	0.0	1.0	0.2631578947368421
0.0	0.08023369036027264	0.0	0.0	0.0	0.0	0.8551518590257805	0.0918913802952138	0.17892004153686397	0.0780780780780781	1.0	1.0	1.0	1.0
0.0	0.23976721629485936	0.16666666666666666	0.0	0.0	0.0	0.6687782274620212	0.09187887797492826	0.22338908336574614	0.15122265122265127	0.625	0.0	1.0	0.2631578947368421
0.0	0.28054474708171206	0.0	0.4523809523809524	0.0	0.3333333333333333	0.8178273343766301	0.12723186724903335	0.20122627737226276	0.1592792792792793	1.0	0.04597701149425287	0.5	0.0
0.0	0.16172718351324827	0.0	0.3333333333333333	0.0	0.0	0.5584944846098082	0.09191639441591784	0.13450429352068696	0.2533783783783784	1.0	0.04597701149425287	0.5	0.0
0.0	0.04075173095944609	0.0	0.0	0.0	0.0	0.22371338316950182	0.02121621926336962	0.0	0.1621621621621622	1.0	1.0	1.0	1.0
0.0	0.20038910505836577	0.18518518518518517	0.0	0.0	0.0	0.7063054251434533	0.11309442211700901	0.17886780210867803	0.273873873873874	0.625	0.0	1.0	0.2631578947368421
0.0	0.12070312500000001	0.0	0.0	0.0	0.0	0.7068031738574374	0.08483114335073112	0.1790769430640813	0.19476619476619483	1.0	1.0	1.0	1.0
0.0	0.12213438735177864	0.45454545454545453	0.0	0.0	0.0	0.3355108286252354	0.049504512010146655	0.13478048303510315	0.3943943943943944	0.0	0.0	0.0	0.0
0.0	0.20235756385068762	0.0	0.7037037037037037	0.0	0.0	0.5585929845189104	0.09899047803979988	0.2018155197657394	0.3015015015015015	1.0	0.04597701149425287	0.5	0.0
0.0	0.4043179587831207	0.0	1.0	0.4444444444444444	0.0	0.595727450250462	0.09898712698171183	0.1569216757741348	0.31869369369369366	1.0	0.04597701149425287	0.5	0.0
0.0	0.20235756385068762	0.0	0.0	0.0	0.0	0.4468743876151284	0.05656474222180078	0.08969578656255084	0.2414414414414415	1.0	1.0	1.0	1.0
0.0	0.2824681684622919	0.0	0.6031746031746031	0.4	0.0	0.6699571067630296	0.11312099710153989	0.15682985501592875	0.29229229229229226	1.0	0.04597701149425287	0.5	0.0
0.0	0.16172718351324827	0.0	0.0	0.0	0.0	0.5584944846098082	0.08484566185012386	0.2241738225344783	0.1768018018018018	1.0	1.0	1.0	1.0
0.0	0.24354679802955667	0.0	0.0	0.0	0.0	0.44711095425759273	0.07778565368674269	0.20199296600234468	0.39039039039039036	1.0	1.0	1.0	1.0
0.0	0.31814671814671813	0.0	0.0	0.22857142857142856	0.2571428571428572	0.7053120279210293	0.14133181252659607	0.08922549114800789	0.1446901446901447	1.0	1.0	1.0	1.0
0.0	0.20275590551181102	0.0	0.39583333333333337	0.5333333333333333	0.0	0.4842847434590554	0.07778297233199068	0.08974834782042518	0.3104643104643104	1.0	0.04597701149425287	0.5	0.0
0.0	0.20097560975609757	0.20833333333333331	0.0	0.0	0.0	0.7066786709203479	0.10603641751805526	0.22378076498473928	0.19000819000819003	0.625	0.0	1.0	0.2631578947368421
0.0	0.20315581854043394	0.0	0.4523809523809524	0.0	0.0	0.3726582212286413	0.06364463575826204	0.15715169875240237	0.3325143325143325	1.0	0.04597701149425287	0.5	0.0
0.0	0.321875	0.0	0.5277777777777778	0.0	0.0	0.7068031738574374	0.12017922214147306	0.134307707298061	0.2977262977262977	1.0	0.04597701149425287	0.5	0.0
0.0	0.359650824442289	0.0	0.20430107526881722	0.0	0.0	0.9288586492528073	0.16255940617501835	0.4021003500583431	0.2664092664092664	1.0	1.0	1.0	1.0
0.0	0.12237623762376237	0.5555555555555555	0.0	0.0	0.0	0.2610450436307024	0.035362600748757994	0.08990640185239539	0.23680823680823682	0.0	0.0	0.0	0.0
0.0	0.1618860510805501	0.2941176470588235	0.35185185185185186	0.0	0.0	0.4096348553138677	0.06363569819146729	0.13454367984382626	0.17897897897897902	0.625	0.0	1.0	0.2631578947368421
