is_a_highlight	abstract	keyword1	keyword2	keyword3	keyword4	keyword5	keyword6	keyword7	keyword8	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	0.49310298129195773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262532900358913	0.07041693577558757	0.07845081747520771	0.16241977016795414	1.0	1.0	0.3333333333333333	1.0
0.0	0.22105571275246366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.16189073471484844	0.03019012790887103	0.07878021209021908	0.5023764684781634	0.3	0.07207207207207207	1.0	0.75
0.0	1.0	0.0	0.0	0.0	0.0	0.09523809523809523	0.0	0.21428571428571427	0.26190476190476186	0.6642725724020444	0.17091670226484668	0.49878318289533247	0.46581920903954793	0.3	0.07207207207207207	1.0	0.75
0.0	0.43862773948733835	0.6818181818181819	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.2625777777777778	0.06538903910584894	0.14126069120840817	0.3582324455205811	0.3	0.07207207207207207	1.0	0.75
0.0	0.24832907889865352	0.0	0.0	1.0	1.0	0.6153846153846154	0.0	0.0	0.0	0.12137647663071394	0.02515601208903824	0.03149004841312533	0.3972411769021938	0.0	0.12612612612612611	1.0	0.75
0.0	0.166031541302691	0.0	0.0	0.0	0.0	0.4444444444444444	0.0	0.0	0.0	0.08097310262120953	0.020127965893343633	0.07883538030596854	0.5496368038740921	0.0	0.12612612612612611	1.0	0.75
0.0	0.4120991055664423	0.0	0.0	0.0	0.0	0.21052631578947367	0.0	0.0	0.0	0.2020865401060373	0.055334307953053975	0.14140855655161308	0.4230641409106015	0.0	0.12612612612612611	1.0	0.75
0.0	0.1909421895166728	0.0	0.0	0.0	0.0	0.0	0.0	0.6206896551724138	0.0	0.4841796141369302	0.04525607342940866	0.06262972076602118	0.06035333153977216	0.5	0.018018018018018018	0.0	0.0
0.0	0.027612027612027613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1416301369863014	0.01509339462564885	0.0	0.034221146085552843	1.0	1.0	0.3333333333333333	1.0
0.0	0.08259770561928835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2628473648186174	0.025152826132057632	0.04718557725892689	0.03136169722126136	1.0	1.0	0.3333333333333333	1.0
0.0	0.05494654740885897	0.0	0.0	0.0	0.0	0.0	0.0	0.47368421052631576	0.0	0.24250384812724474	0.02514964075139051	0.015712061839068116	0.0286284005127475	0.5	0.018018018018018018	0.0	0.0
0.0	0.21962852378921247	0.0	0.0	0.0	0.0	0.0	0.0	0.45000000000000007	0.0	0.32328317373461013	0.04527108388764561	0.10994607067156771	0.12985382476907895	0.5	0.018018018018018018	0.0	0.0
0.0	0.08259770561928835	0.0	0.0	0.0	0.0	0.0	0.0	0.5625	0.0	0.2628473648186174	0.025152826132057632	0.04718557725892689	0.16897267381528883	0.5	0.018018018018018018	0.0	0.0
0.0	0.055263928188115916	0.0	0.0	0.0	0.0	0.0	0.0	0.8181818181818182	0.0	0.1416543928754924	0.010062161795827081	0.015756042418043816	0.13541386422742346	0.5	0.018018018018018018	0.0	0.0
0.0	0.27046127399484293	0.0	0.0	0.0	0.0	0.0	0.0	0.21951219512195125	0.0	0.563721247231215	0.08545561866806796	0.10914660132111655	0.09863206473375971	1.0	1.0	0.3333333333333333	1.0
0.0	0.10989309481771795	0.0	0.0	0.0	0.0	0.0	0.0	0.47368421052631576	0.0	0.22229519411664103	0.030180418618334422	0.04713618551720436	0.14342686227033186	0.5	0.018018018018018018	0.0	0.0
0.0	0.16436766043065257	0.0	0.0	0.0	0.0	0.0	0.0	0.391304347826087	0.0	0.3231174158263545	0.0402359082407859	0.07845081747520771	0.11357085206964135	0.5	0.018018018018018018	0.0	0.0
0.0	0.11005110070530633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2425868263473054	0.035213926729243866	0.0943382036957456	0.14931396287328488	1.0	1.0	0.3333333333333333	1.0
0.0	0.055343847100896994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12145965393181428	0.015095670858250212	0.06306830424477483	0.20650294015911444	1.0	1.0	0.3333333333333333	1.0
0.0	0.1934237486584057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16189073471484844	0.02515813638061004	0.11029229692630672	0.366155501748722	1.0	1.0	0.3333333333333333	1.0
0.0	0.08206634082259529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38357081838373486	0.0402328757336234	0.031358474394686094	0.02965224409586972	1.0	1.0	0.3333333333333333	1.0
0.0	0.29604287832135934	0.0	0.0	0.2708333333333333	0.0	0.08333333333333333	0.0	0.0	0.0	0.5831586113002042	0.07035632765153431	0.1399920286966919	0.2102326560690598	0.1	0.0	0.0	0.0
0.0	0.08236069642095467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26266757865937074	0.02514857908587744	0.047119744573529014	0.08120347950856421	1.0	1.0	0.3333333333333333	1.0
0.0	0.16531434242017398	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.2426698613725826	0.03018527267808845	0.12587217115519	0.13199230148382687	1.0	1.0	0.3333333333333333	1.0
0.0	0.13796059938814084	0.0	0.16249999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.20229412771785654	0.02515601208903824	0.07872512103281334	0.20390344119157675	1.0	1.0	0.3333333333333333	1.0
0.0	0.27414233717958647	0.0	0.0	0.0	0.0	0.18181818181818182	0.0	0.4090909090909091	0.5	0.3635692307692308	0.07544968489559105	0.2197388529908572	0.49334140435835355	0.3	0.07207207207207207	1.0	0.75
0.0	0.1372678273682578	0.375	0.0	0.65	0.0	0.2	0.0	0.0	0.0	0.303077975376197	0.05030171008808766	0.06282632609803869	0.191014258810869	0.1	0.0	0.0	0.0
0.0	0.16448540230775188	0.0	0.0	0.29545454545454547	0.0	0.18181818181818182	0.0	0.0	0.0	0.3837675213675214	0.06538903910584894	0.06278252942595919	0.4032687651331719	0.1	0.0	0.0	0.0
