is_a_highlight	abstract	keyword1	keyword2	keyword3	keyword4	keyword5	keyword6	keyword7	introduction	conclusion	text	word freq. in sentence	n_sents_intro	n_sents_text	n_sents_abst	n_sents_conclu
0.0	0.5563065643258105	0.0	0.4	0.0	0.0	0.0	0.0	0.2857142857142857	0.42079823535507554	0.289089840452814	0.29395683915993953	0.2979608822305452	0.6	0.030456852791878174	0.5	0.3333333333333333
0.0	0.4186206896551724	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.4	0.29172349383301704	0.2001677222618204	0.17695459972250008	0.3554931335830211	0.4	0.0	1.0	0.6666666666666666
0.0	0.5224051867577026	0.47058823529411764	0.23529411764705882	0.0	0.0	0.0	0.0	0.0	0.3239139291137365	0.26687177316530925	0.29443979125056374	0.6906367041198501	0.4	0.0	1.0	0.6666666666666666
0.0	0.48757817430718914	0.47058823529411764	0.0	0.0	0.0	0.0	0.0	0.0	0.3886967149364838	0.28911165036320696	0.35332774950067647	0.3987515605493134	0.4	0.0	1.0	0.6666666666666666
0.0	0.6934633180372818	0.32	0.0	0.0	0.64	0.0	0.0	0.0	0.5496440005027614	0.4447035612906143	0.5276797741997562	0.6056016935352547	0.4	0.0	1.0	0.6666666666666666
0.0	1.0	0.0	0.0	0.2058823529411765	0.0	0.22857142857142856	0.0	0.5	0.5161290322580645	0.6002083038409218	0.5831313002424396	0.4033594370673023	0.0	0.07106598984771574	0.25	0.3333333333333333
0.0	0.5904218797680806	0.18181818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.22647972773009767	0.333549864012427	0.2936357503132329	0.35767790262172283	1.0	1.0	0.25	1.0
0.0	0.6244618022480471	0.0	0.3333333333333333	0.30434782608695654	0.0	0.0	0.0	0.0	0.42041235893567613	0.4002419780862754	0.4693045794422515	0.5352400408580182	0.6	0.030456852791878174	0.5	0.3333333333333333
0.0	0.2790804597701149	0.0	0.0	0.5384615384615385	0.0	0.0	0.0	0.4	0.324137215370019	0.13344341646106575	0.29492433287083347	0.5062421972534331	0.2	0.015228426395939087	0.0	0.0
0.0	0.06988659259685683	0.0	0.0	0.0	0.0	0.36363636363636365	0.0	0.0	0.29192472871034497	0.1334543244724767	0.17724628312863608	0.27174365376612564	0.0	0.07106598984771574	0.25	0.3333333333333333
0.0	0.2094266929903586	0.0	0.3076923076923077	0.0	0.0	0.3076923076923077	0.0	0.0	0.3242117125466151	0.22241487098213616	0.4721379221282366	0.7974123255022131	0.6	0.030456852791878174	0.5	0.3333333333333333
0.0	0.17452224415863218	0.0	0.6153846153846154	0.0	0.0	0.0	0.0	0.42857142857142855	0.3242117125466151	0.1779309616385911	0.2950862013301479	0.44467143343547827	0.6	0.030456852791878174	0.5	0.3333333333333333
0.0	0.1391536918521349	0.0	0.21052631578947367	0.0	0.0	0.0	0.0	0.30000000000000004	0.5180243878963774	0.266858271476955	0.23529411764705882	0.25974884335756776	1.0	1.0	0.25	1.0
0.0	0.2098933819998079	0.8888888888888888	0.0	0.875	0.0	0.0	0.0	0.0	0.22715703080359462	0.13346159732928028	0.2365883647188248	0.6217228464419476	0.4	0.0	1.0	0.6666666666666666
0.0	0.17413506225256756	0.23529411764705882	0.0	0.0	0.0	0.23529411764705882	0.0	0.0	0.42108810784785744	0.26687177316530925	0.17666387475033823	0.27290886392009983	0.0	0.07106598984771574	0.25	0.3333333333333333
0.0	0.34788422963033716	0.42105263157894735	0.0	0.0	0.0	0.0	0.0	0.0	0.5180243878963774	0.31133594868992687	0.4117647058823529	0.380039656311963	0.4	0.0	1.0	0.6666666666666666
0.0	0.3828847771236333	0.4444444444444444	0.0	0.0	0.4444444444444444	0.0	0.0	0.0	0.42099143931988503	0.289104380053564	0.4119900833896777	0.5051498127340823	0.4	0.0	1.0	0.6666666666666666
0.0	0.5172413793103448	0.0	0.0	0.0	0.22857142857142856	0.11428571428571428	0.0	0.16666666666666666	1.0	0.6002083038409218	0.5248181702181958	0.4359323572806718	1.0	1.0	0.25	1.0
0.0	0.3471149997140733	0.0	0.0	0.0	0.6956521739130435	0.0	0.0	0.0	0.6145897286061941	0.3335415570269627	0.6456460313382996	0.6004993757802745	1.0	1.0	0.25	1.0
0.0	0.41379310344827586	0.0	0.22857142857142856	0.2058823529411765	0.22857142857142856	0.0	0.0	0.0	0.9032258064516128	0.4668251036448611	0.4665050401939518	0.3453637498581318	0.6	0.030456852791878174	0.5	0.3333333333333333
0.0	0.24271216131304862	0.0	0.16	0.0	0.32	0.0	0.0	0.0	0.6789720006210582	0.289053497391289	0.4690486881775611	0.3331704934049829	1.0	1.0	0.25	1.0
0.0	0.10500518971283589	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.16229235633804906	0.11122068195249976	0.17753892971608015	0.5324594257178528	0.6	0.030456852791878174	0.5	0.3333333333333333
0.0	0.20919412586877023	0.5333333333333333	0.26666666666666666	0.0	0.0	0.0	0.0	0.0	0.38887530290567124	0.24464436022850358	0.5305727554179567	0.45548833189282634	0.4	0.0	1.0	0.6666666666666666
0.0	0.06984772352422232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3242862439747868	0.13345068829884568	0.11809929902768355	0.21348314606741572	1.0	1.0	0.25	1.0
0.0	0.27769199977125864	0.0	0.17391304347826086	0.0	0.34782608695652173	0.0	0.0	0.25	0.5822429007848156	0.3557783187416079	0.35217056254816337	0.45817727840199746	1.0	1.0	0.25	1.0
